dt,VitesseOrientation,posX,PosY,batterie
875.033,80,66.0841,46120.3,51182,17.2035
875.133,80,66.126,46140.6,51191,17.1886
875.233,80,66.1677,46160.9,51200,17.1738
875.333,80,66.2089,46181.2,51209,17.159
875.433,80,66.2495,46201.6,51218,17.1442
875.533,80,66.2896,46221.9,51226.9,17.1294
875.633,80,66.3291,46242.2,51235.9,17.1146
875.733,80,66.3683,46262.6,51244.8,17.0998
875.833,80,66.407,46282.9,51253.7,17.0849
875.933,80,66.4453,46303.3,51262.6,17.0701
876.033,80,66.4832,46323.7,51271.5,17.0553
876.133,80,66.5207,46344.1,51280.3,17.0405
876.233,80,66.5578,46364.4,51289.2,17.0257
876.333,80,66.5041,46384.8,51298,17.0109
876.433,80,66.6766,46405.2,51306.9,16.996
876.533,80,66.6859,46425.6,51315.7,16.9812
876.633,80,66.6208,46446,51324.5,16.9664
876.733,80,66.7921,46466.4,51333.3,16.9516
876.833,80,66.7928,46486.8,51342.1,16.9368
876.933,80,66.727,46507.3,51350.8,16.922
877.033,80,66.8944,46527.7,51359.6,16.9072
877.133,80,66.8942,46548.1,51368.3,16.8923
877.233,80,66.8289,46568.6,51377,16.8775
877.333,80,66.9947,46589,51385.8,16.8627
877.433,80,66.9939,46609.4,51394.5,16.8479
877.533,80,66.9283,46629.9,51403.1,16.8331
877.633,80,67.0928,46650.3,51411.9,16.8183
877.733,80,67.0912,46670.8,51420.5,16.8035
877.833,80,67.0251,46691.3,51429.2,16.7886
877.933,80,67.1885,46711.7,51437.8,16.7738
878.033,80,67.186,46732.2,51446.4,16.759
878.133,80,67.1194,46752.7,51455.1,16.7442
878.233,80,67.2821,46773.2,51463.7,16.7294
878.333,80,67.2786,46793.7,51472.3,16.7146
878.433,80,67.2971,46814.2,51480.9,16.6998
878.533,80,67.3303,46834.7,51489.4,16.6849
878.633,80,67.2682,46855.2,51498,16.6701
878.732,80,67.4217,46875.7,51506.6,16.6553
878.832,80,67.4271,46896.2,51515.1,16.6405
878.932,80,67.3593,46916.7,51523.7,16.6257
879.032,80,67.5232,46937.2,51532.2,16.6109
879.132,80,67.5178,46957.8,51540.7,16.596
879.232,80,67.4475,46978.3,51549.2,16.5812
879.332,80,67.5146,46998.8,51557.7,16.5664
879.432,80,67.6519,47019.4,51566.2,16.5516
879.532,80,67.6399,47039.9,51574.7,16.5368
879.632,80,67.661,47060.5,51583.1,16.522
879.732,80,67.6833,47081,51591.6,16.5072
879.832,80,67.6984,47101.6,51600,16.4923
879.932,80,67.6367,47122.1,51608.4,16.4775
880.032,80,67.7968,47142.7,51616.9,16.4627
880.132,80,67.7992,47163.3,51625.3,16.4479
880.232,80,67.7256,47183.8,51633.7,16.4331
880.332,80,67.8985,47204.4,51642.1,16.4183
880.432,80,67.8878,47225,51650.5,16.4035
880.532,80,67.8098,47245.6,51658.8,16.3886
880.632,80,67.983,47266.2,51667.2,16.3738
880.732,80,67.9697,47286.8,51675.6,16.359
880.832,80,67.8905,47307.4,51683.9,16.3442
880.932,80,67.9595,47327.9,51692.3,16.3294
881.032,80,68.1085,47348.5,51700.6,16.3146
881.132,80,68.0917,47369.2,51708.9,16.2998
881.232,80,68.1158,47389.8,51717.2,16.2849
881.332,80,68.0293,47410.4,51725.5,16.2701
881.432,80,68.2026,47431,51733.8,16.2553
881.532,80,68.1965,47451.6,51742,16.2405
881.632,80,68.1087,47472.3,51750.3,16.2257
881.732,80,68.3039,47492.9,51758.6,16.2109
881.832,80,68.2863,47513.5,51766.8,16.196
881.932,80,68.193,47534.2,51775,16.1812
882.032,80,68.2693,47554.8,51783.3,16.1664
882.132,80,68.4424,47575.5,51791.5,16.1516
882.232,80,68.3055,47596.1,51799.7,16.1368
882.332,80,68.3693,47616.8,51807.9,16.122
882.432,80,68.5722,47637.4,51816.1,16.1072
882.532,80,68.5193,47658.1,51824.2,16.0923
882.632,80,68.5503,47678.8,51832.3,16.0775
882.732,80,68.5789,47699.5,51840.4,16.0627
882.831,80,68.5737,47720.2,51848.6,16.0479
882.931,80,68.6091,47740.9,51856.7,16.0331
883.031,80,68.645,47761.5,51864.8,16.0183
883.131,80,68.5405,47782.2,51872.9,16.0035
883.231,80,68.8035,47802.9,51881,15.9886
883.331,80,68.8071,47823.6,51889,15.9738
883.431,80,68.6632,47844.4,51897.1,15.959
883.531,80,69.0086,47865.1,51905.2,15.9442
883.631,80,68.9543,47885.8,51913.1,15.9294
883.731,80,68.787,47906.5,51921.1,15.9146
883.831,80,69.1778,47927.3,51929.1,15.8998
883.931,80,69.0898,47948,51937,15.8849
884.031,80,68.9099,47968.8,51945,15.8701
884.131,80,69.399,47989.5,51953,15.8553
884.231,80,69.2847,48010.3,51960.8,15.8405
884.331,80,69.0678,48031.1,51968.7,15.8257
884.431,80,69.7697,48051.9,51976.6,15.8109
884.531,80,69.583,48072.7,51984.3,15.796
884.631,80.6166,69.2905,48093.5,51992,15.7811
884.731,81.2061,69.6108,48114.5,51999.9,15.7661
884.831,80.5296,70.5319,48135.6,52007.8,15.7512
884.931,79.8625,70.7503,48156.7,52015.3,15.7364
885.031,79.2048,73.0449,48177.7,52022.6,15.7217
885.131,80,71.1995,48198.7,52029,15.7069
885.231,80,1042.28,48219.8,52036.2,15.6921
885.331,80,-871.502,48206.2,52053.7,15.6773
885.431,80,-357.09,48195.6,52034.2,15.6625
885.531,80,-145.354,48196.7,52056.4,15.6476
885.631,80,-54.2198,48184.1,52038.1,15.6328
885.731,80,-16.9636,48166,52051.1,15.618
885.831,80,-0.777446,48159.5,52072.4,15.6032
885.931,80,5.61203,48159.2,52094.6,15.5884
886.031,80,7.49048,48161.4,52116.7,15.5736
886.131,80,9.13382,48164.3,52138.7,15.5587
886.231,80,8.4097,48167.8,52160.7,15.5439
886.331,80,8.13459,48171.1,52182.7,15.5291
886.431,80,7.0131,48174.2,52204.7,15.5143
886.531,80,6.64238,48176.9,52226.7,15.4995
886.631,80,6.74121,48179.5,52248.8,15.4847
886.731,80,5.6851,48182.1,52270.9,15.4699
886.831,80,5.47902,48184.3,52293,15.455
886.93,80,5.62117,48186.4,52315.1,15.4402
887.03,80,4.64162,48188.6,52337.2,15.4254
887.13,80,4.44949,48190.4,52359.3,15.4106
887.23,80,4.58725,48192.1,52381.5,15.3958
887.33,80,3.64555,48193.9,52403.7,15.381
887.43,80,3.46193,48195.3,52425.8,15.3662
887.53,80,3.59809,48196.7,52448,15.3513
887.63,80,3.09864,48198.1,52470.2,15.3365
887.73,80,2.31133,48199.3,52492.4,15.3217
887.83,80,2.17957,48200.2,52514.6,15.3069
887.93,80,1.9397,48201,52536.8,15.2921
888.03,80,2.0574,48201.8,52559,15.2773
888.13,80,1.57758,48202.6,52581.2,15.2625
888.23,80,0.853159,48203.2,52603.4,15.2476
888.33,80,0.727015,48203.5,52625.6,15.2328
888.43,80,0.502916,48203.8,52647.9,15.218
888.53,80,0.254623,48204,52670.1,15.2032
888.63,80,0.00539102,48204.1,52692.3,15.1884
888.73,80,-0.256036,48204.1,52714.5,15.1736
888.83,80,-0.517968,48204,52736.8,15.1587
888.93,80,-0.433558,48203.8,52759,15.1439
889.03,80,-1.20682,48203.6,52781.2,15.1291
889.13,80,-1.35718,48203.1,52803.4,15.1143
889.23,80,-1.22956,48202.6,52825.6,15.0995
889.33,80,-1.96664,48202.1,52847.8,15.0847
889.43,80,-2.0921,48201.4,52870.1,15.0699
889.53,80,-1.9628,48200.6,52892.3,15.055
889.63,80,-2.6693,48199.8,52914.5,15.0402
889.73,80,-2.78801,48198.8,52936.7,15.0254
889.83,80,-2.66075,48197.7,52958.9,15.0106
889.93,80,-3.3419,48196.7,52981.1,14.9958
890.03,80,-3.4542,48195.4,53003.2,14.981
890.13,80,-3.3284,48194,53025.4,14.9662
890.23,80,-3.98529,48192.7,53047.6,14.9513
890.33,80,-4.09126,48191.2,53069.8,14.9365
890.43,80,-4.25732,48189.6,53091.9,14.9217
890.53,80,-4.45357,48188,53114.1,14.9069
890.63,80,-4.63927,48186.2,53136.3,14.8921
890.73,80,-4.83333,48184.4,53158.4,14.8773
890.83,80,-5.02766,48182.6,53180.6,14.8625
890.93,80,-5.21958,48180.6,53202.7,14.8476
891.029,80,-5.40911,48178.6,53224.8,14.8328
891.129,80,-5.59575,48176.5,53246.9,14.818
891.229,80,-5.77952,48174.3,53269.1,14.8032
891.329,80,-5.96053,48172.1,53291.2,14.7884
891.429,80,-6.13884,48169.8,53313.3,14.7736
891.529,80,-6.31453,48167.4,53335.4,14.7587
891.629,80,-6.48764,48165,53357.5,14.7439
891.729,80,-6.65823,48162.5,53379.5,14.7291
891.829,80,-6.82633,48159.9,53401.6,14.7143
891.929,80,-6.74212,48157.2,53423.7,14.6995
892.029,80,-7.28155,48154.6,53445.7,14.6847
892.129,80,-7.36867,48151.8,53467.8,14.6699
892.229,80,-7.25409,48149,53489.8,14.655
892.329,80,-7.77021,48146.2,53511.9,14.6402
892.429,80,-7.8394,48143.2,53533.9,14.6254
892.529,80,-7.72429,48140.1,53555.9,14.6106
892.629,80,-8.22006,48137.1,53577.9,14.5958
892.729,80,-8.28539,48134,53599.9,14.581
892.829,80,-8.39879,48130.8,53621.9,14.5662
892.929,80,-8.53722,48127.5,53643.9,14.5513
893.029,80,-8.66568,48124.2,53665.9,14.5365
893.129,80,-8.80184,48120.9,53687.8,14.5217
893.229,80,-8.93865,48117.5,53709.8,14.5069
893.329,80,-9.07381,48114,53731.7,14.4921
893.429,80,-9.20744,48110.5,53753.7,14.4773
893.529,80,-9.33906,48106.9,53775.6,14.4625
893.629,80,-9.46868,48103.3,53797.6,14.4476
893.729,80,-9.5964,48099.7,53819.5,14.4328
893.829,80,-9.72228,48096,53841.4,14.418
893.929,80,-9.84636,48092.2,53863.3,14.4032
894.029,80,-9.9687,48088.4,53885.2,14.3884
894.129,80,-10.0893,48084.6,53907.1,14.3736
894.229,80,-10.2082,48080.7,53928.9,14.3587
894.329,80,-10.3255,48076.8,53950.8,14.3439
894.429,80,-10.4411,48072.8,53972.7,14.3291
894.529,80,-10.5551,48068.7,53994.5,14.3143
894.629,80,-10.6675,48064.7,54016.4,14.2995
894.729,80,-10.5877,48060.6,54038.2,14.2847
894.829,80,-10.7951,48056.5,54060.1,14.2699
894.929,80,-11.1312,48052.3,54081.9,14.255
895.029,80,-11.1582,48048,54103.7,14.2402
895.128,80,-11.2371,48043.7,54125.5,14.2254
895.228,80,-11.3267,48039.4,54147.3,14.2106
895.328,80,-11.4145,48035,54169.1,14.1958
895.428,80,-11.5118,48030.6,54190.9,14.181
895.528,80,-11.6104,48026.2,54212.6,14.1662
895.628,80,-11.7085,48021.7,54234.4,14.1513
895.728,80,-11.8056,48017.2,54256.2,14.1365
895.828,80,-11.9012,48012.7,54277.9,14.1217
895.928,80,-11.9953,48008.1,54299.7,14.1069
896.028,80,-12.0881,48003.5,54321.4,14.0921
896.128,80,-12.1795,47998.8,54343.1,14.0773
896.228,80,-12.2697,47994.1,54364.9,14.0625
896.328,80,-12.3587,47989.4,54386.6,14.0476
896.428,80,-12.4465,47984.6,54408.3,14.0328
896.528,80,-12.5332,47979.9,54430,14.018
896.628,80,-12.6187,47975,54451.7,14.0032
896.728,80,-12.7031,47970.2,54473.4,13.9884
896.828,80,-12.6265,47965.3,54495,13.9736
896.928,80,-12.9493,47960.4,54516.7,13.9587
897.028,80,-12.9832,47955.4,54538.4,13.9439
897.128,80,-12.8873,47950.5,54560,13.9291
897.228,80,-13.2004,47945.5,54581.7,13.9143
897.328,80,-13.2218,47940.4,54603.3,13.8995
897.428,80,-13.1256,47935.3,54625,13.8847
897.528,80,-13.4281,47930.3,54646.6,13.8699
897.628,80,-13.4478,47925.1,54668.2,13.855
897.728,80,-13.5011,47920,54689.8,13.8402
897.828,80,-13.5733,47914.8,54711.4,13.8254
897.928,80,-13.6352,47909.6,54733,13.8106
898.028,80,-13.7045,47904.3,54754.6,13.7958
898.128,80,-13.7748,47899.1,54776.2,13.781
898.228,80,-13.8443,47893.8,54797.8,13.7662
898.328,80,-13.9134,47888.5,54819.4,13.7513
898.428,80,-13.9815,47883.1,54841,13.7365
898.528,80,-14.0486,47877.7,54862.5,13.7217
898.628,80,-14.1148,47872.3,54884.1,13.7069
898.728,80,-14.1801,47866.9,54905.6,13.6921
898.828,80,-14.2447,47861.5,54927.2,13.6773
898.928,80,-14.3085,47856,54948.7,13.6625
899.028,80,-14.3715,47850.5,54970.2,13.6476
899.128,80,-14.4337,47845,54991.8,13.6328
899.227,80,-14.4952,47839.5,55013.3,13.618
899.327,80,-14.556,47833.9,55034.8,13.6032
899.427,80,-14.6161,47828.3,55056.3,13.5884
899.527,80,-14.6755,47822.7,55077.8,13.5736
899.627,80,-14.6013,47817.1,55099.3,13.5587
899.727,80,-14.7272,47811.5,55120.8,13.5439
899.827,80,-14.9445,47805.8,55142.3,13.5291
899.927,80,-14.9458,47800.1,55163.8,13.5143
900.027,80,-14.9863,47794.4,55185.3,13.4995
900.127,80,-15.0321,47788.6,55206.7,13.4847
900.227,80,-15.074,47782.9,55228.2,13.4699
900.327,80,-15.1256,47777.1,55249.6,13.455
900.427,80,-15.1789,47771.3,55271.1,13.4402
900.527,80,-15.1056,47765.5,55292.5,13.4254
900.627,80,-15.2227,47759.7,55314,13.4106
900.727,80,-15.4288,47753.8,55335.4,13.3958
900.827,80,-15.4274,47747.9,55356.9,13.381
900.927,80,-15.4641,47742,55378.3,13.3662
901.027,80,-15.5053,47736.1,55399.7,13.3513
901.127,80,-15.5419,47730.1,55421.1,13.3365
901.227,80,-15.5886,47724.2,55442.5,13.3217
901.327,80,-15.637,47718.2,55463.9,13.3069
901.427,80,-15.6857,47712.2,55485.3,13.2921
901.527,80,-15.7345,47706.2,55506.7,13.2773
901.627,80,-15.7825,47700.2,55528.1,13.2625
901.727,80,-15.8298,47694.2,55549.5,13.2476
901.827,80,-15.8765,47688.1,55570.9,13.2328
901.927,80,-15.9227,47682,55592.2,13.218
902.027,80,-15.9684,47675.9,55613.6,13.2032
902.127,80,-16.0137,47669.8,55635,13.1884
902.227,80,-16.0586,47663.7,55656.3,13.1736
902.327,80,-16.1032,47657.5,55677.7,13.1587
902.427,80,-16.1474,47651.4,55699,13.1439
902.527,80,-16.1912,47645.2,55720.4,13.1291
902.627,80,-16.2347,47639,55741.7,13.1143
902.727,80,-16.2778,47632.8,55763.1,13.0995
902.827,80,-16.3207,47626.5,55784.4,13.0847
902.927,80,-16.3632,47620.3,55805.7,13.0699
903.027,80,-16.4054,47614,55827,13.055
903.127,80,-16.4473,47607.8,55848.4,13.0402
903.227,80,-16.4889,47601.5,55869.7,13.0254
903.326,80,-16.5302,47595.2,55891,13.0106
903.426,80,-16.4498,47588.8,55912.3,12.9958
903.526,80,-16.6736,47582.6,55933.6,12.981
903.626,80,-16.6783,47576.2,55954.9,12.9662
903.726,80,-16.5816,47569.8,55976.2,12.9513
903.826,80,-16.8107,47563.5,55997.5,12.9365
903.926,80,-16.8007,47557,56018.8,12.9217
904.026,80,-16.7016,47550.6,56040,12.9069
904.126,80,-16.9287,47544.2,56061.3,12.8921
904.226,80,-16.9173,47537.7,56082.6,12.8773
904.326,80,-16.8177,47531.3,56103.8,12.8625
904.426,80,-17.0474,47524.9,56125.1,12.8476
904.526,80,-17.035,47518.3,56146.3,12.8328
904.626,80,-16.9331,47511.8,56167.6,12.818
904.726,80,-17.1663,47505.4,56188.9,12.8032
904.826,80,-17.1521,47498.8,56210.1,12.7884
904.926,80,-17.0475,47492.2,56231.3,12.7736
905.026,80,-17.2849,47485.7,56252.6,12.7587
905.126,80,-17.2687,47479.1,56273.8,12.7439
905.226,80,-17.161,47472.5,56295,12.7291
905.326,80,-17.4038,47466,56316.2,12.7143
905.426,80,-17.3854,47459.3,56337.4,12.6995
905.526,80,-17.4063,47452.7,56358.6,12.6847
905.626,80,-17.4569,47446,56379.9,12.6699
905.726,80,-17.4751,47439.4,56401.1,12.655
905.826,80,-17.5123,47432.7,56422.2,12.6402
905.926,80,-17.553,47426,56443.4,12.6254
906.026,80,-17.5913,47419.3,56464.6,12.6106
906.126,80,-17.6335,47412.6,56485.8,12.5958
906.226,80,-17.675,47405.9,56507,12.581
906.326,80,-17.7159,47399.1,56528.2,12.5662
906.426,80,-17.7573,47392.4,56549.3,12.5513
906.526,80,-17.7985,47385.6,56570.5,12.5365
906.626,80,-17.8401,47378.8,56591.7,12.5217
906.726,80,-17.8823,47372,56612.8,12.5069
906.826,80,-17.9251,47365.1,56634,12.4921
906.926,80,-17.9687,47358.3,56655.1,12.4773
907.026,80,-18.0131,47351.5,56676.2,12.4625
907.126,80,-18.0583,47344.6,56697.4,12.4476
907.226,80,-18.1046,47337.7,56718.5,12.4328
907.326,80,-18.1518,47330.8,56739.6,12.418
907.425,80,-18.2003,47323.9,56760.7,12.4032
907.525,80,-18.25,47316.9,56781.8,12.3884
907.625,80,-18.3013,47310,56802.9,12.3736
907.725,80,-18.3542,47303,56824,12.3587
907.825,80,-18.4091,47296,56845.1,12.3439
907.925,80,-18.4663,47289,56866.2,12.3291
908.025,80,-18.5259,47281.9,56887.3,12.3143
908.125,80,-18.5885,47274.9,56908.4,12.2995
908.225,80,-18.6546,47267.8,56929.4,12.2847
908.325,80,-18.7247,47260.7,56950.5,12.2699
908.425,80,-18.7995,47253.5,56971.5,12.255
908.525,80,-18.8801,47246.4,56992.6,12.2402
908.625,80,-18.9676,47239.2,57013.6,12.2254
908.725,80,-19.0638,47232,57034.6,12.2106
908.825,80,-19.171,47224.7,57055.6,12.1958
908.925,80,-19.2925,47217.4,57076.6,12.181
909.025,80,-19.4331,47210.1,57097.6,12.1662
909.125,79.352,-19.6007,47202.7,57118.5,12.1515
909.225,78.7136,-19.8085,47195.3,57139.3,12.1369
909.325,76.8842,-20.0809,47187.9,57159.9,12.1226
909.425,75.1359,-20.4712,47180.5,57179.9,12.1087
909.525,73.4655,-21.1053,47173.2,57199.5,12.0951
909.625,71.8703,-22.4847,47165.9,57218.5,12.0818
909.725,72.8703,-28.8092,47158.3,57237,12.0683
909.825,73.8703,991.476,47148.5,57254.7,12.0546
909.925,74.8703,-295.703,47128,57255.2,12.0408
910.025,75.8703,-114.922,47146.7,57264.3,12.0267
910.125,76.8703,-39.0801,47127.6,57255.4,12.0125
910.225,77.8703,-8.99341,47114.2,57272,11.9981
910.325,78.8703,4.24739,47110.8,57293.3,11.9835
910.425,79.8703,10.9552,47112.4,57315.2,11.9687
910.525,80,12.3272,47116.6,57336.9,11.9539
910.625,80,16.4434,47121.4,57358.7,11.939
910.725,80,15.8747,47127.7,57380,11.9242
910.825,80,14.9748,47133.7,57401.3,11.9094
910.925,80,15.7225,47139.5,57422.8,11.8946
911.025,80,15.4765,47145.5,57444.2,11.8798
911.125,80,15.1701,47151.4,57465.6,11.865
911.225,80,15.8614,47157.2,57487.1,11.8502
911.325,80,15.916,47163.3,57508.4,11.8353
911.424,80,15.6845,47169.4,57529.8,11.8205
911.524,80,16.451,47175.4,57551.2,11.8057
911.624,80,16.5022,47181.7,57572.5,11.7909
911.724,80,16.2538,47188,57593.8,11.7761
911.824,80,17.0047,47194.2,57615.2,11.7613
911.924,80,17.042,47200.7,57636.4,11.7465
912.024,80,17.1641,47207.3,57657.7,11.7316
912.124,80,17.3359,47213.8,57678.9,11.7168
912.224,80,17.4786,47220.4,57700.1,11.702
912.324,80,17.6414,47227.1,57721.3,11.6872
912.424,80,17.8078,47233.8,57742.5,11.6724
912.524,80,17.9721,47240.6,57763.6,11.6576
912.624,80,18.1358,47247.5,57784.8,11.6427
912.724,80,18.2972,47254.4,57805.9,11.6279
912.824,80,18.4562,47261.4,57827,11.6131
912.924,80,18.6133,47268.4,57848.1,11.5983
913.024,80,18.7684,47275.5,57869.1,11.5835
913.124,80,18.9217,47282.7,57890.2,11.5687
913.224,80,19.0732,47289.9,57911.2,11.5539
913.324,80,19.2231,47297.1,57932.2,11.539
913.424,80,19.3714,47304.4,57953.2,11.5242
913.524,80,19.518,47311.8,57974.1,11.5094
913.624,80,19.663,47319.2,57995.1,11.4946
913.724,80,19.8065,47326.7,58016,11.4798
913.824,80,19.9484,47334.3,58036.9,11.465
913.924,80,20.0888,47341.8,58057.8,11.4502
914.024,80,20.2278,47349.5,58078.7,11.4353
914.124,80,20.0266,47357.1,58099.5,11.4205
914.224,80,20.6726,47364.8,58120.4,11.4057
914.324,80,20.7074,47372.6,58141.2,11.3909
914.424,80,20.4637,47380.5,58162,11.3761
914.524,80,21.1052,47388.2,58182.8,11.3613
914.624,80,21.1076,47396.2,58203.5,11.3465
914.724,80,20.8613,47404.2,58224.3,11.3316
914.824,80,21.4879,47412.1,58245,11.3168
914.924,80,21.4876,47420.3,58265.7,11.302
915.024,80,21.2429,47428.4,58286.4,11.2872
915.124,80,21.8636,47436.5,58307.1,11.2724
915.224,80,21.8609,47444.8,58327.7,11.2576
915.324,80,21.6152,47453,58348.4,11.2428
915.424,80,22.2311,47461.2,58369,11.2279
915.523,80,22.225,47469.6,58389.6,11.2131
915.623,80,22.2996,47478,58410.2,11.1983
915.723,80,22.4267,47486.5,58430.7,11.1835
915.823,80,22.2003,47494.9,58451.3,11.1687
915.923,80,22.7814,47503.3,58471.8,11.1539
916.023,80,22.8059,47511.9,58492.3,11.139
916.123,80,22.5581,47520.6,58512.8,11.1242
916.223,80,22.8193,47529.1,58533.3,11.1094
916.323,80,23.3355,47537.7,58553.8,11.0946
916.423,80,22.976,47546.5,58574.2,11.0798
916.523,80,23.1869,47555.2,58594.7,11.065
916.623,80,23.7106,47563.9,58615.1,11.0502
916.723,80,23.6335,47572.9,58635.4,11.0353
916.823,80,23.7048,47581.8,58655.8,11.0205
916.923,80,23.7911,47590.7,58676.2,11.0057
917.023,80,23.8533,47599.7,58696.5,10.9909
917.123,80,23.6348,47608.7,58716.8,10.9761
917.223,80,24.2276,47617.6,58737.2,10.9613
917.323,80,24.2414,47626.7,58757.4,10.9465
917.423,80,23.9781,47635.8,58777.7,10.9316
917.523,80,24.6071,47644.8,58798,10.9168
917.623,80,24.5757,47654.1,58818.2,10.902
917.723,80,24.2989,47663.3,58838.4,10.8872
917.823,80,24.9236,47672.5,58858.7,10.8724
917.923,80,24.8849,47681.8,58878.8,10.8576
918.023,80,24.9423,47691.2,58899,10.8428
918.123,80,25.0694,47700.6,58919.1,10.8279
918.223,80,24.8019,47710,58939.3,10.8131
918.323,80,25.3914,47719.3,58959.4,10.7983
918.423,80,25.4023,47728.8,58979.5,10.7835
918.523,80,25.1123,47738.4,58999.6,10.7687
918.623,80,25.7762,47747.8,59019.7,10.7539
918.723,80,25.7316,47757.5,59039.7,10.739
918.823,80,25.4241,47767.1,59059.7,10.7242
918.923,80,26.1023,47776.6,59079.8,10.7094
919.023,80,26.0427,47786.4,59099.8,10.6946
919.123,80,26.0974,47796.2,59119.7,10.6798
919.223,80,26.2417,47806,59139.7,10.665
919.323,80,26.2853,47815.8,59159.6,10.6502
919.423,80,26.388,47825.6,59179.5,10.6353
919.523,80,26.5015,47835.5,59199.4,10.6205
919.622,80,26.607,47845.4,59219.3,10.6057
919.722,80,26.7258,47855.4,59239.2,10.5909
919.822,80,26.8426,47865.4,59259,10.5761
919.922,80,26.9577,47875.4,59278.9,10.5613
920.022,80,26.633,47885.5,59298.7,10.5465
920.122,80,26.9652,47895.4,59318.5,10.5316
920.222,80,27.6303,47905.5,59338.4,10.5168
920.322,80,27.564,47915.8,59358,10.502
920.422,80,27.7039,47926.1,59377.7,10.4872
920.522,80,27.8042,47936.4,59397.4,10.4724
920.622,80,27.805,47946.8,59417.1,10.4576
920.722,80,27.9189,47957.2,59436.7,10.4427
920.822,80,28.0391,47967.6,59456.4,10.4279
920.922,80,27.6478,47978,59476,10.4131
921.022,80,28.6156,47988.3,59495.7,10.3983
921.122,80,28.6302,47999,59515.2,10.3835
921.222,80,28.0987,48009.6,59534.7,10.3687
921.322,80,29.3857,48020.1,59554.3,10.3539
921.422,80,29.1892,48031,59573.6,10.339
921.522,80,28.5647,48041.8,59593,10.3242
921.622,80,30.025,48052.4,59612.6,10.3094
921.722,80,29.6975,48063.6,59631.8,10.2946
921.822,80,29.025,48074.6,59651.1,10.2798
921.922,80,30.8432,48085.4,59670.5,10.265
922.022,80,30.4167,48096.8,59689.6,10.2502
922.122,80,29.6102,48108,59708.8,10.2353
922.222,80,32.2087,48119,59728.1,10.2205
922.322,80,31.5195,48130.8,59746.9,10.2057
922.422,78.477,30.435,48142.4,59765.8,10.1912
922.522,77.0235,34.8574,48153.5,59784.6,10.1769
922.622,74.4287,33.3785,48165.7,59802.2,10.1631
922.722,71.9627,31.7462,48177.1,59819.5,10.1498
922.822,69.6201,44.8624,48187.6,59836.5,10.1369
922.922,67.3961,43.2406,48201.2,59850.2,10.1244
923.022,65.286,37.4385,48214.1,59863.8,10.1123
923.122,64.515,41.7999,48225.1,59878.2,10.1004
923.222,63.8051,37.2789,48237,59891.6,10.0886
923.322,63.1532,35.5648,48247.8,59905.7,10.0769
923.422,62.5566,34.7837,48258,59919.9,10.0653
923.522,62.0127,34.5084,48267.9,59934.2,10.0538
923.622,61.5188,34.4998,48277.7,59948.4,10.0424
923.721,61.0726,34.586,48287.3,59962.5,10.0311
923.821,60.6716,34.6031,48297,59976.4,10.0199
923.921,60.3136,34.7678,48306.5,59990.3,10.0087
924.021,59.9964,34.753,48316.1,60004.1,9.9976
924.121,58.9964,34.9071,48325.6,60017.8,9.98668
924.221,57.9964,34.8834,48335,60031.2,9.97593
924.321,56.9964,159.498,48344.2,60044.4,9.96538
924.421,55.9964,96.5383,48349.7,60029.6,9.95501
924.521,54.9964,109.305,48365.2,60027.8,9.94483
924.621,53.9964,239.119,48379.6,60022.8,9.93483
924.721,52.9964,145.426,48366.7,60015.1,9.92501
924.821,51.9964,-149.918,48375.1,60003,9.91538
924.921,50.9964,-304.768,48367.8,59990.5,9.90594
925.021,50,-121.578,48379.5,59998.5,9.89668
925.121,50,-11.3719,48367.6,59991.3,9.88742
925.221,50,37.4106,48364.9,60004.9,9.87816
925.321,50,26.1935,48373.3,60015.9,9.8689
925.421,50,-50.1734,48379.5,60028.4,9.85964
925.521,50,107.498,48368.8,60037.3,9.85038
925.621,50,59.267,48382.1,60033.1,9.84112
925.721,50,-73.6817,48394,60040.2,9.83187
925.821,50,374.753,48380.7,60044.1,9.82261
925.921,50,192.814,48384.2,60057.5,9.81335
926.021,50,-792.794,48381.1,60044,9.80409
926.121,49.7215,1173.74,48367.8,60048.1,9.79488
926.221,49.4798,574.549,48381.6,60047.2,9.78572
926.321,47.2028,325.026,48373.8,60035.9,9.77698
926.421,45.013,221.364,48366.3,60046.6,9.76864
926.521,42.9073,178.542,48358.1,60037.2,9.76069
926.621,40.883,161.092,48358.4,60025.3,9.75312
926.721,38.9372,154.219,48362,60014.6,9.74591
926.821,37.0673,151.752,48366.7,60004.8,9.73905
926.921,35.2707,151.115,48371.6,59995.8,9.73252
927.021,33.5448,151.235,48376.4,59987.2,9.72631
927.121,31.8871,151.665,48380.8,59979,9.7204
927.221,30.2954,152.217,48385,59971.2,9.71479
927.321,28.7673,152.814,48389,59963.8,9.70946
927.421,27.3006,153.423,48392.6,59956.7,9.70441
927.521,25.8931,154.031,48396,59949.9,9.69961
927.621,24.5428,154.633,48399.2,59943.4,9.69507
927.721,23.2476,155.225,48402.1,59937.3,9.69076
927.82,22.0055,155.809,48404.8,59931.4,9.68669
927.92,20.8148,156.383,48407.3,59925.8,9.68283
928.02,19.6735,156.946,48409.6,59920.5,9.67919
928.12,18.5798,157.501,48411.7,59915.5,9.67575
928.22,17.5321,158.046,48413.7,59910.7,9.6725
928.32,16.5287,158.581,48415.5,59906.2,9.66944
