dt,VitesseOrientation,posX,PosY,batterie
449.318,61.1398,84.6212,21858.9,30824.5,67.6019
449.418,60.5138,97.6819,21875.8,30826.1,67.5907
449.518,59.9444,103.134,21892.4,30823.9,67.5796
449.618,59.4285,106.451,21908.7,30820.1,67.5686
449.718,58.9637,107.749,21924.5,30815.4,67.5577
449.818,58.5473,107.952,21940.1,30810.4,67.5469
449.918,58.177,108.501,21955.6,30805.4,67.5361
450.018,57.8503,109.017,21970.9,30800.3,67.5254
450.118,57.5651,108.921,21986.1,30795.1,67.5147
450.218,57.3191,109.385,22001.2,30789.9,67.5041
450.318,57.1103,109.346,22016.2,30784.6,67.4935
450.418,56.9367,109.629,22031.2,30779.3,67.483
450.518,56.7964,109.87,22046.1,30774,67.4725
450.618,56.6876,110.099,22060.9,30768.7,67.462
450.718,56.6085,110.484,22075.7,30763.2,67.4515
450.818,56.5575,110.442,22090.4,30757.7,67.441
450.918,56.533,110.7,22105.2,30752.3,67.4305
451.018,56.5333,110.924,22119.8,30746.7,67.4201
451.118,56.5571,111.288,22134.5,30741.1,67.4096
451.218,56.603,111.251,22149.2,30735.4,67.3991
451.318,56.6695,111.649,22163.8,30729.7,67.3886
451.418,56.7554,111.627,22178.4,30723.9,67.3781
451.518,56.8596,112.016,22193.1,30718.1,67.3676
451.618,56.9807,112.147,22207.7,30712.2,67.357
451.718,57.1176,112.16,22222.4,30706.2,67.3465
451.818,57.2694,112.548,22237.1,30700.2,67.3359
451.918,57.435,112.535,22251.8,30694.1,67.3252
452.018,57.6133,112.901,22266.5,30688,67.3146
452.118,57.8036,112.884,22281.3,30681.8,67.3038
452.218,58.0048,113.105,22296.1,30675.5,67.2931
452.318,58.2161,113.289,22310.9,30669.2,67.2823
452.418,58.4367,113.463,22325.7,30662.8,67.2715
452.518,58.6659,113.759,22340.6,30656.3,67.2606
452.618,58.9029,113.718,22355.5,30649.8,67.2497
452.718,59.147,114.045,22370.5,30643.2,67.2388
452.818,59.3976,114.017,22385.5,30636.5,67.2278
452.918,59.6539,114.339,22400.6,30629.8,67.2167
453.018,59.9155,114.315,22415.7,30623,67.2056
453.118,60.1818,114.632,22430.9,30616.1,67.1945
453.218,60.4521,114.606,22446,30609.1,67.1833
453.318,60.7261,114.794,22461.3,30602.1,67.1721
453.418,61.0032,114.95,22476.6,30595.1,67.1608
453.518,61.2829,115.097,22492,30587.9,67.1494
453.618,61.5648,115.233,22507.4,30580.7,67.138
453.718,61.8485,115.37,22522.9,30573.4,67.1265
453.818,62.1337,115.619,22538.4,30566,67.115
453.918,62.4199,115.57,22554,30558.6,67.1035
454.018,62.7067,115.848,22569.6,30551.1,67.0919
454.118,62.994,115.813,22585.3,30543.5,67.0802
454.219,63.2813,116.088,22601,30535.9,67.0685
454.319,63.5684,116.056,22616.8,30528.2,67.0567
454.419,63.8549,116.217,22632.7,30520.4,67.0449
454.519,64.1407,116.461,22648.6,30512.6,67.033
454.619,64.4255,116.417,22664.5,30504.6,67.0211
454.719,64.7091,116.565,22680.6,30496.7,67.0091
454.819,64.9912,116.694,22696.7,30488.6,66.9971
454.919,65.2717,116.916,22712.8,30480.5,66.985
455.019,65.5504,116.867,22728.9,30472.3,66.9728
455.119,65.8271,117.114,22745.2,30464.1,66.9606
455.219,66.1016,117.178,22761.5,30455.7,66.9484
455.319,66.3739,117.162,22777.8,30447.4,66.9361
455.419,66.6437,117.411,22794.2,30438.9,66.9238
455.519,66.9109,117.477,22810.6,30430.4,66.9114
455.619,67.1754,117.562,22827.1,30421.8,66.8989
455.719,67.4372,117.555,22843.7,30413.2,66.8865
455.819,67.6961,117.8,22860.3,30404.5,66.8739
455.919,67.952,117.863,22876.9,30395.8,66.8613
456.019,68.2049,117.847,22893.6,30386.9,66.8487
456.119,68.4547,117.983,22910.4,30378.1,66.836
456.219,68.7012,118.188,22927.1,30369.2,66.8233
456.319,68.9445,118.235,22944,30360.2,66.8105
456.419,69.1845,118.307,22960.8,30351.1,66.7977
456.519,69.4212,118.386,22977.8,30342,66.7849
456.619,69.6545,118.466,22994.7,30332.8,66.772
456.719,69.8843,118.548,23011.7,30323.6,66.759
456.819,70.1107,118.63,23028.8,30314.3,66.746
456.919,71.1107,118.711,23045.9,30305,66.7329
457.019,72.1107,118.791,23063.2,30295.5,66.7195
457.119,73.1107,118.87,23080.8,30285.9,66.706
457.219,74.1107,118.947,23098.5,30276,66.6923
457.319,75.1107,119.025,23116.6,30266.1,66.6784
457.419,76.1107,119.101,23134.8,30256,66.6643
457.519,77.1107,119.09,23153.3,30245.7,66.65
457.619,78.1107,119.296,23172,30235.3,66.6355
457.719,79.1107,119.344,23190.9,30224.7,66.6209
457.819,80,119.318,23210.1,30213.9,66.606
457.919,80,119.519,23229.4,30203,66.5912
458.019,80,119.56,23248.8,30192.1,66.5764
458.119,80,119.531,23268.1,30181.1,66.5616
458.219,80,119.729,23287.4,30170.1,66.5468
458.319,80,119.766,23306.7,30159.1,66.532
458.419,80,119.734,23326,30148.1,66.5172
458.519,80,119.924,23345.3,30137.1,66.5023
458.619,80,119.958,23364.6,30126,66.4875
458.719,80,119.927,23383.8,30114.9,66.4727
458.819,80,120.026,23403.1,30103.8,66.4579
458.919,80,120.184,23422.3,30092.7,66.4431
459.019,80,120.208,23441.6,30081.5,66.4283
459.119,80,120.254,23460.8,30070.3,66.4135
459.219,80,120.306,23480,30059.1,66.3986
459.319,80,120.358,23499.1,30047.9,66.3838
459.419,80,120.412,23518.3,30036.7,66.369
459.519,80,120.467,23537.5,30025.4,66.3542
459.619,80,120.522,23556.6,30014.2,66.3394
459.719,80,120.576,23575.8,30002.9,66.3246
459.819,80,120.629,23594.9,29991.6,66.3097
459.919,80,120.681,23614,29980.2,66.2949
460.019,80,120.732,23633.1,29968.9,66.2801
460.119,80,120.782,23652.2,29957.6,66.2653
460.219,80,120.832,23671.3,29946.2,66.2505
460.319,80,120.881,23690.4,29934.8,66.2357
460.419,80,120.861,23709.5,29923.4,66.2209
460.519,80,121.012,23728.6,29912,66.206
460.619,80,121.038,23747.6,29900.5,66.1912
460.719,80,121.009,23766.6,29889.1,66.1764
460.819,80,121.086,23785.7,29877.6,66.1616
460.919,80,121.21,23804.7,29866.2,66.1468
461.019,80,121.225,23823.7,29854.6,66.132
461.119,80,121.258,23842.7,29843.1,66.1172
461.219,80,121.296,23861.7,29831.6,66.1023
461.319,80,121.334,23880.7,29820,66.0875
461.419,80,121.375,23899.7,29808.5,66.0727
461.519,80,121.415,23918.7,29796.9,66.0579
461.619,80,121.456,23937.6,29785.3,66.0431
461.719,80,121.496,23956.6,29773.7,66.0283
461.819,80,121.535,23975.5,29762.1,66.0135
461.919,80,121.574,23994.5,29750.5,65.9986
462.019,80,121.612,24013.4,29738.9,65.9838
462.119,80,121.65,24032.3,29727.2,65.969
462.219,80,121.687,24051.3,29715.6,65.9542
462.319,80,121.723,24070.2,29703.9,65.9394
462.419,80,121.759,24089.1,29692.2,65.9246
462.519,80,121.795,24108,29680.5,65.9098
462.619,80,121.829,24126.9,29668.8,65.8949
462.719,80,121.864,24145.7,29657.1,65.8801
462.819,80,121.898,24164.6,29645.4,65.8653
462.919,80,121.931,24183.5,29633.6,65.8505
463.019,80,121.964,24202.3,29621.9,65.8357
463.119,80,121.997,24221.2,29610.1,65.8209
463.219,80,122.029,24240,29598.3,65.806
463.319,80,122.06,24258.9,29586.5,65.7912
463.419,80,122.091,24277.7,29574.7,65.7764
463.519,80,122.122,24296.5,29562.9,65.7616
463.619,80,122.152,24315.4,29551.1,65.7468
463.719,80,122.182,24334.2,29539.3,65.732
463.819,80,122.212,24353,29527.5,65.7172
463.919,80,122.241,24371.8,29515.6,65.7023
464.019,80,122.269,24390.6,29503.8,65.6875
464.119,80,122.297,24409.4,29491.9,65.6727
464.219,80,122.325,24428.1,29480,65.6579
464.319,80,122.353,24446.9,29468.1,65.6431
464.419,80,122.333,24465.7,29456.2,65.6283
464.519,80,122.43,24484.5,29444.4,65.6135
464.619,80,122.442,24503.2,29432.4,65.5986
464.719,80,122.418,24522,29420.5,65.5838
464.819,80,122.51,24540.7,29408.6,65.569
464.919,80,122.519,24559.5,29396.7,65.5542
465.019,80,122.495,24578.2,29384.7,65.5394
465.119,80,122.584,24597,29372.8,65.5246
465.219,80,122.592,24615.7,29360.8,65.5098
465.319,80,122.568,24634.4,29348.8,65.4949
465.419,80,122.654,24653.1,29336.9,65.4801
465.519,80,122.662,24671.8,29324.9,65.4653
465.619,80,122.638,24690.6,29312.9,65.4505
465.719,80,122.722,24709.3,29300.9,65.4357
465.819,80,122.73,24728,29288.9,65.4209
465.919,80,122.706,24746.7,29276.9,65.406
466.019,80,122.788,24765.4,29264.9,65.3912
466.119,80,122.795,24784,29252.8,65.3764
466.219,80,122.771,24802.7,29240.8,65.3616
466.319,80,122.85,24821.4,29228.8,65.3468
466.419,80,122.857,24840.1,29216.7,65.332
466.519,80,122.834,24858.7,29204.7,65.3172
466.619,80,122.911,24877.4,29192.6,65.3023
466.719,80,122.917,24896.1,29180.5,65.2875
466.819,80,122.894,24914.7,29168.5,65.2727
466.919,80,122.93,24933.4,29156.4,65.2579
467.019,80,122.994,24952,29144.3,65.2431
467.119,80,122.996,24970.7,29132.2,65.2283
467.219,80,123.009,24989.3,29120.1,65.2135
467.319,80,123.025,25007.9,29108,65.1986
467.419,80,123.04,25026.6,29095.9,65.1838
467.519,80,123.057,25045.2,29083.8,65.169
467.619,80,123.074,25063.8,29071.7,65.1542
467.719,80,123.092,25082.5,29059.5,65.1394
467.819,80,123.109,25101.1,29047.4,65.1246
467.919,80,123.126,25119.7,29035.3,65.1097
468.019,80,123.143,25138.3,29023.1,65.0949
468.119,80,123.125,25156.9,29011,65.0801
468.219,80,123.159,25175.5,28998.8,65.0653
468.319,80,123.216,25194.1,28986.7,65.0505
468.419,80,123.218,25212.7,28974.5,65.0357
468.519,80,123.229,25231.3,28962.3,65.0209
468.619,80,123.242,25249.9,28950.1,65.006
468.719,80,123.254,25268.5,28938,64.9912
468.819,80,123.269,25287.1,28925.8,64.9764
468.919,80,123.251,25305.6,28913.6,64.9616
469.019,80,123.315,25324.2,28901.4,64.9468
469.119,80,123.32,25342.8,28889.2,64.932
469.219,80,123.331,25361.4,28877,64.9172
469.319,80,123.345,25379.9,28864.8,64.9023
469.419,80,123.357,25398.5,28852.6,64.8875
469.519,80,123.37,25417.1,28840.3,64.8727
469.619,80,123.384,25435.6,28828.1,64.8579
469.719,80,123.397,25454.2,28815.9,64.8431
469.819,80,123.411,25472.7,28803.7,64.8283
469.919,80,123.424,25491.3,28791.4,64.8135
470.019,80,123.437,25509.8,28779.2,64.7986
470.119,80,123.45,25528.4,28766.9,64.7838
470.219,80,123.463,25546.9,28754.7,64.769
470.319,80,123.476,25565.4,28742.4,64.7542
470.419,80,123.489,25584,28730.2,64.7394
470.52,80,123.501,25602.5,28717.9,64.7246
470.62,80,123.513,25621,28705.6,64.7097
470.72,80,123.526,25639.6,28693.4,64.6949
470.82,80,123.538,25658.1,28681.1,64.6801
470.92,80,123.52,25676.6,28668.8,64.6653
471.02,80,123.576,25695.1,28656.6,64.6505
471.12,80,123.579,25713.7,28644.3,64.6357
471.22,80,123.587,25732.2,28632,64.6209
471.32,80,123.599,25750.7,28619.7,64.606
471.42,80,123.608,25769.2,28607.4,64.5912
471.52,80,123.619,25787.7,28595.1,64.5764
471.62,80,123.63,25806.2,28582.8,64.5616
471.72,80,123.641,25824.7,28570.5,64.5468
471.82,80,123.652,25843.2,28558.2,64.532
471.92,80,123.663,25861.7,28545.8,64.5172
472.02,80,123.674,25880.2,28533.5,64.5023
472.12,80,123.684,25898.7,28521.2,64.4875
472.22,80,123.695,25917.2,28508.9,64.4727
472.32,80,123.705,25935.7,28496.6,64.4579
472.42,80,123.716,25954.2,28484.2,64.4431
472.52,80,123.726,25972.6,28471.9,64.4283
472.62,80,123.736,25991.1,28459.6,64.4135
472.72,80,123.747,26009.6,28447.2,64.3986
472.82,80,123.757,26028.1,28434.9,64.3838
472.92,80,123.767,26046.6,28422.5,64.369
473.02,80,123.777,26065,28410.2,64.3542
473.12,80,123.758,26083.5,28397.8,64.3394
473.22,80,123.811,26102,28385.5,64.3246
473.32,80,123.812,26120.4,28373.1,64.3097
473.42,80,123.789,26138.9,28360.7,64.2949
473.52,80,123.844,26157.4,28348.4,64.2801
473.62,80,123.841,26175.8,28336,64.2653
473.72,80,123.818,26194.3,28323.6,64.2505
473.82,80,123.872,26212.8,28311.3,64.2357
473.92,80,123.869,26231.2,28298.9,64.2209
474.02,80,123.875,26249.7,28286.5,64.206
474.12,80,123.886,26268.1,28274.1,64.1912
474.22,80,123.891,26286.6,28261.7,64.1764
474.32,80,123.9,26305,28249.3,64.1616
474.42,80,123.91,26323.4,28236.9,64.1468
474.52,80,123.919,26341.9,28224.5,64.132
474.62,80,123.928,26360.3,28212.1,64.1172
474.72,80,123.938,26378.8,28199.7,64.1023
474.82,80,123.947,26397.2,28187.3,64.0875
474.92,80,123.925,26415.6,28174.9,64.0727
475.02,80,123.981,26434.1,28162.5,64.0579
475.12,80,123.981,26452.5,28150.1,64.0431
475.22,80,123.955,26470.9,28137.7,64.0283
475.32,80,124.014,26489.4,28125.2,64.0135
475.42,80,124.01,26507.8,28112.8,63.9986
475.52,80,123.982,26526.2,28100.4,63.9838
475.62,80,124.042,26544.6,28088,63.969
475.72,80,124.037,26563.1,28075.5,63.9542
475.82,80,124.009,26581.5,28063.1,63.9394
475.92,80,124.071,26599.9,28050.7,63.9246
476.02,80,124.065,26618.3,28038.2,63.9097
476.12,80,124.036,26636.7,28025.8,63.8949
476.22,80,124.101,26655.1,28013.3,63.8801
476.32,80,124.094,26673.5,28000.9,63.8653
476.42,80,124.064,26691.9,27988.4,63.8505
476.52,80,124.132,26710.3,27976,63.8357
476.62,80,124.125,26728.7,27963.5,63.8209
476.72,80,124.092,26747.1,27951,63.806
476.82,80,124.165,26765.5,27938.6,63.7912
476.92,80,124.156,26783.9,27926.1,63.7764
477.02,80,124.121,26802.3,27913.6,63.7616
477.12,80,124.2,26820.7,27901.1,63.7468
477.22,80,124.189,26839.1,27888.7,63.732
477.32,80,124.152,26857.5,27876.2,63.7172
477.42,80,124.182,26875.8,27863.7,63.7023
477.52,80,124.254,26894.2,27851.2,63.6875
477.62,80,124.244,26912.6,27838.7,63.6727
477.72,80,124.262,26931,27826.2,63.6579
477.82,80,124.212,26949.3,27813.7,63.6431
477.92,80,124.256,26967.7,27801.2,63.6283
478.02,80,124.32,26986.1,27788.7,63.6135
478.12,80,124.311,27004.4,27776.2,63.5986
478.22,80,124.341,27022.8,27763.6,63.5838
478.32,80,124.357,27041.1,27751.1,63.569
478.42,80,124.355,27059.5,27738.5,63.5542
478.52,80,124.376,27077.8,27726,63.5394
478.62,80,124.392,27096.2,27713.5,63.5246
478.72,80,124.413,27114.5,27700.9,63.5098
478.82,80,124.452,27132.8,27688.3,63.4949
478.92,80,124.374,27151.2,27675.8,63.4801
479.02,80.2229,124.6,27169.5,27663.2,63.4653
479.12,80.4424,124.63,27187.8,27650.6,63.4504
479.22,79.4185,124.687,27206.2,27637.9,63.4357
479.32,78.4255,124.982,27224.4,27625.3,63.4211
479.42,77.4628,124.996,27242.2,27612.8,63.4068
479.52,78.4628,125.389,27259.9,27600.5,63.3923
479.62,79.4628,129.505,27277.6,27587.9,63.3775
479.72,80,-461.876,27294.7,27573.8,63.3627
479.82,80,-168.718,27272.9,27569.3,63.3479
479.92,80,-46.9966,27268.6,27547.5,63.3331
480.02,80,3.29932,27252.3,27562.6,63.3183
480.12,80,30.5449,27253.6,27584.8,63.3035
480.22,80,38.1751,27264.9,27603.9,63.2887
480.32,80,44.85,27278.6,27621.4,63.2738
480.42,80,45.2142,27294.3,27637.2,63.259
480.52,80,43.3971,27310.1,27652.8,63.2442
480.62,80,41.8076,27325.3,27669,63.2294
480.72,80,40.3435,27340.1,27685.5,63.2146
480.82,80,39.2877,27354.5,27702.5,63.1998
480.92,80,38.5346,27368.6,27719.7,63.185
481.02,80,37.9053,27382.4,27737.1,63.1701
481.12,80,37.3302,27396.1,27754.6,63.1553
481.22,80,36.7603,27409.6,27772.3,63.1405
481.32,80,36.1789,27422.9,27790.1,63.1257
481.42,80,35.5886,27436,27808,63.1109
481.52,80,34.9941,27448.9,27826.1,63.0961
481.62,80,34.4006,27461.7,27844.3,63.0812
481.72,80,35.4282,27474.2,27862.6,63.0664
481.82,80,34.0259,27487.1,27880.7,63.0516
481.92,80,31.4899,27499.5,27899.1,63.0368
482.02,80,31.5925,27511.1,27918.1,63.022
482.12,80,31.1824,27522.8,27937,63.0072
482.22,80,30.7339,27534.3,27956,62.9924
482.32,80,30.3695,27545.6,27975.1,62.9775
482.42,80,29.8492,27556.9,27994.3,62.9627
482.52,80,29.3021,27567.9,28013.6,62.9479
482.62,80,30.352,27578.8,28033,62.9331
482.72,80,28.9962,27590,28052.1,62.9183
482.82,80,26.4737,27600.8,28071.6,62.9035
482.92,80,26.6051,27610.7,28091.5,62.8887
483.02,80,26.2062,27620.7,28111.3,62.8738
483.12,80,25.7863,27630.5,28131.3,62.859
483.22,80,25.4761,27640.2,28151.3,62.8442
483.32,80,24.9873,27649.7,28171.3,62.8294
483.42,80,24.4686,27659.1,28191.5,62.8146
483.52,80,23.9395,27668.3,28211.7,62.7998
483.62,80,23.3951,27677.3,28232,62.785
483.72,80,22.8607,27686.2,28252.4,62.7701
483.82,80,22.334,27694.8,28272.9,62.7553
483.92,80,21.8125,27703.2,28293.4,62.7405
484.02,80,21.2954,27711.5,28314.1,62.7257
484.12,80,22.4922,27719.6,28334.8,62.7109
484.22,80,19.3994,27728.1,28355.3,62.6961
484.32,80,19.3899,27735.4,28376.3,62.6813
484.42,80,20.8332,27742.8,28397.2,62.6664
484.52,80,17.5697,27750.7,28418,62.6516
484.62,80,17.811,27757.4,28439.2,62.6368
484.72,80,17.5587,27764.2,28460.3,62.622
484.82,80,16.9058,27770.9,28481.5,62.6072
484.92,80,16.6652,27777.4,28502.8,62.5924
485.02,80,16.176,27783.8,28524.1,62.5775
485.12,80,15.6357,27790,28545.4,62.5627
485.22,80,15.124,27795.9,28566.8,62.5479
485.32,80,14.565,27801.7,28588.3,62.5331
485.42,80,14.0149,27807.3,28609.8,62.5183
485.52,80,15.4512,27812.7,28631.3,62.5035
485.62,80,13.9375,27818.6,28652.8,62.4887
485.72,80,10.9494,27824,28674.3,62.4738
485.82,80,11.2383,27828.2,28696.2,62.459
485.92,80,10.6887,27832.5,28717.9,62.4442
486.02,80,10.2524,27836.7,28739.8,62.4294
486.12,80,10.1597,27840.6,28761.7,62.4146
486.22,80,9.65174,27844.5,28783.5,62.3998
486.32,80,9.1041,27848.3,28805.4,62.385
486.42,80,8.50889,27851.8,28827.4,62.3701
486.52,80,7.80645,27855.1,28849.4,62.3553
486.62,80,9.61237,27858.1,28871.4,62.3405
486.72,80,5.18047,27861.8,28893.3,62.3257
486.82,80,5.22787,27863.8,28915.4,62.3109
486.921,80,7.57852,27865.8,28937.5,62.2961
487.021,80,5.71627,27868.8,28959.6,62.2813
487.121,80,1.28747,27871,28981.7,62.2664
487.221,80,2.03349,27871.5,29003.9,62.2516
487.321,80,0.939361,27872.3,29026.1,62.2368
487.421,80,0.205826,27872.6,29048.3,62.222
487.521,80,0.578394,27872.7,29070.5,62.2072
487.621,80,3.11191,27872.9,29092.8,62.1924
487.721,80,-2.72979,27874.1,29115,62.1775
487.821,80,-2.66486,27873.1,29137.2,62.1627
487.921,80,0.607942,27872,29159.4,62.1479
488.021,80,-9.24083,27872.3,29181.6,62.1331
488.121,80,-7.8649,27868.7,29203.5,62.1183
488.221,80,-8.9113,27865.7,29225.5,62.1035
488.321,80,-13.8557,27862.2,29247.5,62.0887
488.421,79.0666,-7.05535,27856.9,29269.1,62.074
488.521,78.1617,-16.0408,27854.2,29290.8,62.0595
488.621,76.082,-18.4885,27848.2,29311.7,62.0455
488.721,74.0989,-10.9775,27841.5,29331.8,62.0317
488.821,72.2088,-42.2418,27837.6,29352,62.0184
488.921,70.408,-54.0643,27824.1,29366.8,62.0053
489.021,68.693,-31.1881,27808.3,29378.3,61.9926
489.121,67.0605,1272.06,27798.4,29394.6,61.9802
489.221,65.5072,393.311,27794.5,29376.4,61.968
489.321,64.0301,237.908,27804.5,29391.6,61.9562
489.421,62.6261,89.7299,27789.4,29382.2,61.9446
489.521,61.2923,27.0218,27806.8,29382.2,61.9332
489.621,60.0259,73.6274,27814.5,29397.4,61.9221
489.721,58.8242,96.4908,27830.5,29402.1,61.9112
489.821,57.8242,103.388,27846.8,29400.3,61.9005
489.921,56.8242,186.311,27862.4,29396.5,61.89
490.021,55.8242,309.911,27860.7,29380.8,61.8797
490.121,54.8242,295.268,27848.8,29390.8,61.8695
490.221,53.8242,212.628,27835,29397.3,61.8595
490.321,52.8242,258.398,27826.9,29384.7,61.8498
490.421,51.8242,241.639,27812.6,29381.8,61.8402
490.521,50.8242,23.872,27799.9,29374.9,61.8308
490.621,50,44.3906,27805.6,29387.8,61.8215
490.721,50,101.375,27815.3,29397.8,61.8122
490.821,50,23.5217,27828.9,29395,61.803
490.921,50,63.7713,27834.5,29407.7,61.7937
491.021,50,100.792,27846.9,29413.9,61.7845
491.121,50,258.124,27860.6,29411.3,61.7752
491.221,50,222.382,27847,29408.4,61.7659
491.321,50,180.915,27837.6,29398.2,61.7567
491.421,50,215.352,27837.4,29384.3,61.7474
491.521,50,239.967,27829.4,29373,61.7382
491.621,50,107.668,27817.4,29366,61.7289
491.721,50,143.719,27830.6,29361.8,61.7196
491.821,50,88.2711,27838.8,29350.6,61.7104
491.921,50,-12.874,27852.7,29351,61.7011
492.021,50,71.5067,27849.6,29364.5,61.6919
492.121,50,449.195,27862.8,29369,61.6826
492.221,50,452.244,27876.7,29369.1,61.6733
492.321,50,305.131,27890.5,29368.6,61.6641
492.421,50,160.184,27879.2,29376.6,61.6548
492.521,50,177.645,27883.9,29363.5,61.6456
492.621,50,280.159,27884.5,29349.7,61.6363
492.721,50,170.949,27870.8,29352.1,61.627
492.821,50,185.583,27873,29338.4,61.6178
492.921,50,342.894,27871.6,29324.6,61.6085
493.021,50,231.631,27867.5,29337.8,61.5993
493.121,50,220.747,27856.6,29329.2,61.59
493.221,50,-1659.07,27847.6,29318.7,61.5808
493.321,50,-705.26,27856.3,29307.9,61.5715
493.421,50,-314.143,27859.9,29321.3,61.5622
493.521,50,125.927,27869.8,29331,61.553
493.621,50,47.4626,27881.1,29322.9,61.5437
493.721,50,19.4505,27891.3,29332.3,61.5345
493.821,50,-210.1,27895.9,29345.4,61.5252
493.921,50,-73.0816,27902.9,29333.3,61.5159
494.021,50,-46.3106,27889.6,29337.4,61.5067
494.121,50,-100.634,27879.6,29347,61.4974
494.221,50,-75.0947,27865.9,29344.4,61.4882
494.321,50,-54.3719,27852.5,29348,61.4789
494.421,50,1861.89,27841.2,29356.1,61.4696
494.521,50,905.227,27853.5,29362.6,61.4604
494.621,50,501.913,27852.2,29348.8,61.4511
494.721,50,257.73,27860.8,29337.9,61.4419
494.821,50,12.461,27847.2,29334.9,61.4326
494.921,50,310.551,27850.2,29348.5,61.4233
495.021,50,248.731,27839.6,29357.5,61.4141
495.121,50,-1528.46,27826.7,29352.5,61.4048
495.221,50,-652.863,27812.8,29352.8,61.3956
495.321,50,1455.8,27825.6,29358.2,61.3863
495.421,50,240.209,27829.4,29371.6,61.377
495.521,50,-1.03072,27817.3,29364.7,61.3678
495.621,50,67.0612,27817.1,29378.6,61.3585
495.721,50,379.358,27829.9,29384,61.3493
495.821,50,104.65,27834.5,29397.1,61.34
495.921,50,122.381,27847.9,29393.6,61.3308
496.021,50,182.664,27859.6,29386.1,61.3215
496.121,50,260.517,27859,29372.3,61.3122
496.221,50,306.138,27845.3,29370,61.303
496.321,50,306.446,27834.1,29378.2,61.2937
496.421,50,233.701,27822.9,29386.4,61.2845
496.521,50,165.053,27811.7,29378.2,61.2752
496.621,50,57.7151,27815.3,29364.8,61.2659
496.721,50,118.956,27827,29372.2,61.2567
496.821,50,66.4557,27839.2,29365.5,61.2474
496.921,50,-9.21564,27851.9,29371,61.2382
497.021,50,214.786,27849.7,29384.7,61.2289
497.121,50,180.08,27841.8,29373.3,61.2196
497.221,50,300.888,27841.8,29359.4,61.2104
497.321,50,258.832,27829.8,29366.6,61.2011
497.421,50,183.04,27816.2,29363.9,61.1919
497.521,50,178.29,27815.5,29350,61.1826
497.621,50,60.8034,27815.9,29336.1,61.1733
497.721,50,118.788,27828,29342.9,61.1641
497.821,50,-155.23,27840.2,29336.2,61.1548
497.921,48.8604,-240.513,27834.4,29323.6,61.1458
498.021,47.7803,-48.6777,27846.2,29316.9,61.1369
498.121,47.9962,-316.673,27836.2,29325.7,61.128
498.221,48.2313,-104.466,27845.4,29335.4,61.1191
498.321,48.4844,-33.5349,27832.4,29332,61.1101
498.421,48.754,22.1078,27824.9,29343.3,61.1011
498.521,49.039,25.2536,27830,29355.8,61.092
498.621,49.3381,47.2822,27835.9,29368.1,61.0829
498.721,49.6502,55.432,27845.9,29377.4,61.0737
498.821,49.9743,45.9854,27857.3,29385.3,61.0644
498.921,50.3092,40.5074,27867.3,29394.9,61.0551
499.021,50.6541,30.5976,27876.3,29405.5,61.0457
499.121,51.008,22.1076,27883.5,29417.6,61.0363
499.221,51.37,18.5591,27888.8,29430.8,61.0268
499.321,51.7393,16.1991,27893.4,29444.3,61.0172
499.421,52.1151,16.1321,27897.4,29458.1,61.0075
499.521,52.4965,17.2322,27901.4,29472,60.9978
499.621,52.883,17.2145,27905.7,29485.9,60.988
499.721,53.2738,16.2214,27910.1,29500,60.9782
499.821,52.2738,22.3197,27914.2,29514.2,60.9685
499.921,51.2738,15.6268,27919.7,29527.6,60.959
500.021,50.2738,-6.82183,27923.6,29541.3,60.9497
500.121,50,9.13817,27921.9,29555.2,60.9404
500.221,50,-4.44819,27924.1,29568.9,60.9312
500.321,50,-62.3423,27923,29582.7,60.9219
500.421,50,-45.3691,27910.7,29589.2,60.9126
500.521,50,-16.7876,27900.8,29598.9,60.9034
500.621,50,-75.3377,27896.8,29612.2,60.8941
500.721,50,-90.3072,27883.4,29615.8,60.8849
500.821,50.3944,1042.28,27869.5,29615.7,60.8755
500.921,50.792,510.074,27860.9,29626.8,60.8661
501.021,52.3952,-379.412,27868,29614.5,60.8564
501.121,53.9315,-131.231,27863.1,29628.3,60.8464
501.221,55.4032,-25.1322,27851.9,29618.4,60.8362
501.321,56.8127,11.4073,27845.3,29632.3,60.8257
501.421,58.1622,28.9395,27848.5,29647.8,60.8149
501.521,59.4539,38.4923,27856.3,29661.9,60.8039
501.621,60.6899,43.944,27866.6,29674.8,60.7926
501.721,61.8724,43.7383,27878.3,29687,60.7812
501.821,63.0032,42.5113,27890.1,29699.4,60.7695
501.921,64.0842,41.9867,27902,29712.3,60.7576
502.021,65.1175,40.1729,27913.9,29725.5,60.7456
502.121,66.1046,40.5963,27925.5,29739.4,60.7333
502.221,67.0474,38.8885,27937.5,29753.3,60.7209
502.321,67.9475,38.8458,27949.2,29767.8,60.7083
502.421,68.8065,39.5247,27961,29782.5,60.6956
502.521,69.6261,38.0985,27973.2,29797.2,60.6827
502.621,70.4077,38.1476,27985.1,29812.5,60.6697
502.721,71.4077,38.7506,27997.2,29827.8,60.6564
502.821,72.4077,37.2813,28009.6,29843.3,60.643
502.921,73.4077,37.298,28021.8,29859.3,60.6294
503.021,74.4077,37.9215,28034.2,29875.5,60.6157
503.121,75.4077,37.2783,28046.9,29891.8,60.6017
503.221,76.4077,35.9545,28059.5,29908.5,60.5876
503.322,77.4077,36.039,28072,29925.7,60.5732
