dt,Vitesse,Orientation,batterie
978.608,80,120.105,0
978.708,80,120.133,0
978.808,80,120.133,0
978.908,80,120.161,0
979.008,80,120.213,0
979.108,80,120.24,0
979.208,80,120.268,0
979.308,80,120.295,0
979.408,80,120.321,0
979.508,80,120.347,0
979.608,80,120.374,0
979.708,80,120.374,0
979.808,80,120.401,0
979.908,80,120.454,0
980.008,80,120.481,0
980.108,80,120.51,0
980.208,80,120.539,0
980.308,80,120.566,0
980.408,80,120.593,0
980.508,80,120.622,0
980.608,80,120.622,0
980.708,80,120.65,0
980.808,80,120.709,0
980.908,80,120.739,0
981.008,80,120.771,0
981.107,80,120.802,0
981.207,80,120.831,0
981.307,80,120.86,0
981.407,80,120.889,0
981.507,80,120.919,0
981.607,80,120.949,0
981.707,80,120.949,0
981.807,80,120.979,0
981.907,80,121.039,0
982.007,80,121.07,0
982.107,80,121.103,0
982.207,80,121.135,0
982.307,80,121.164,0
982.407,80,121.194,0
982.507,80,121.194,0
982.607,80,121.255,0
982.707,80,121.286,0
982.807,80,121.286,0
982.907,80,121.354,0
983.007,80,121.384,0
983.107,80,121.384,0
983.207,80,121.452,0
983.307,80,121.483,0
983.407,80,121.483,0
983.507,80,121.552,0
983.607,80,121.584,0
983.707,80,121.617,0
983.807,80,121.656,0
983.907,80,121.689,0
984.007,80,121.723,0
984.107,80,121.759,0
984.207,80,121.795,0
984.307,80,121.833,0
984.407,80,121.871,0
984.507,80,121.91,0
984.607,80,121.91,0
984.707,80,121.99,0
984.807,80,122.031,0
984.907,80,122.031,0
985.007,80,122.073,0
985.107,80,122.164,0
985.206,80,122.208,0
985.306,80,122.264,0
985.406,80,122.317,0
985.506,80,122.359,0
985.606,80,122.407,0
985.706,80,122.456,0
985.806,80,122.508,0
985.906,80,122.566,0
986.006,80,122.628,0
986.106,80,122.693,0
986.206,80,122.762,0
986.306,80,122.834,0
986.406,80,122.834,0
986.506,80,122.991,0
986.606,80,123.077,0
986.706,80,123.077,0
986.806,80,123.323,0
986.906,80,123.418,0
987.006,80,123.418,0
987.106,80,123.789,0
987.206,50,123.879,0
987.306,50,123.879,0
987.406,50,124.087,0
987.506,50,124.894,0
987.606,50,127.479,0
987.706,80,54.8586,0
987.806,80,53.8049,0
987.906,80,52.7013,0
988.006,80,51.5389,0
988.106,80,50.7817,0
988.206,80,51.7248,0
988.306,80,52.6083,0
988.406,80,52.6083,0
988.506,80,52.9934,0
988.606,80,52.7025,0
988.706,80,52.7025,0
988.806,80,52.2646,0
988.906,80,51.3979,0
989.006,80,50.9971,0
989.106,80,50.5782,0
989.206,80,50.2018,0
989.305,80,49.9019,0
989.405,80,49.9019,0
989.505,80,49.2346,0
989.605,80,48.8817,0
989.705,80,48.8817,0
989.805,80,48.0723,0
989.905,80,47.7072,0
990.005,80,47.7072,0
990.105,80,46.8585,0
990.205,80,46.4942,0
990.305,80,46.4942,0
990.405,80,45.6,0
990.505,80,45.2174,0
990.605,80,45.2174,0
990.705,80,44.2473,0
990.805,80,43.8378,0
990.905,80,43.8378,0
991.005,80,42.7701,0
991.105,80,42.3303,0
991.205,80,41.8163,0
991.305,80,41.8163,0
991.405,80,40.6571,0
991.505,80,40.0794,0
991.605,80,39.4555,0
991.705,80,38.5993,0
991.805,80,38.0105,0
991.905,80,37.3117,0
992.005,80,36.5401,0
992.105,80,35.7982,0
992.205,80,34.8913,0
992.305,80,34.8913,0
992.405,80,32.7784,0
992.505,80,31.4748,0
992.605,80,31.4748,0
992.705,80,27.3089,0
992.805,50,25.7029,0
992.905,50,25.7029,0
993.005,50,16.4626,0
993.105,50,14.6129,0
993.205,50,14.6129,0
993.305,80,65.5098,0
993.404,80,67.3194,0
993.504,80,67.3194,0
993.604,80,70.538,0
993.704,80,72.1273,0
993.804,80,72.1273,0
993.904,80,68.8593,0
994.004,80,67.6246,0
994.104,80,67.6246,0
994.204,80,66.0976,0
994.304,80,66.4628,0
994.404,80,66.4628,0
994.504,80,66.9964,0
994.604,80,67.4275,0
994.704,80,67.4275,0
994.804,80,67.5832,0
994.904,80,67.4472,0
995.004,80,67.4472,0
995.104,80,67.0968,0
995.204,80,66.9368,0
995.304,80,66.8624,0
995.404,80,66.7714,0
995.504,80,66.8276,0
995.604,80,66.8851,0
995.704,80,66.9097,0
995.804,80,66.934,0
995.904,80,66.8631,0
996.004,80,66.7193,0
996.104,80,66.5285,0
996.204,80,66.2588,0
996.304,50,65.9845,0
996.404,50,65.9845,0
996.504,50,65.5942,0
996.604,50,65.9816,0
996.704,50,65.9816,0
996.804,80,84.6479,0
996.904,80,85.3528,0
997.004,80,85.3528,0
997.104,80,85.965,0
997.204,80,84.6336,0
997.304,80,83.4184,0
997.404,80,83.4184,0
997.503,80,82.9016,0
997.603,80,82.7472,0
997.703,80,82.7472,0
997.803,80,83.3699,0
997.903,80,83.6805,0
998.003,80,83.9582,0
998.103,80,83.9582,0
998.203,80,84.1978,0
998.303,80,84.3402,0
998.403,80,84.3402,0
998.503,80,84.5583,0
998.603,80,84.5583,0
998.703,80,84.8157,0
998.803,80,85.0147,0
998.903,80,85.178,0
999.003,80,85.4127,0
999.103,80,85.4127,0
999.203,80,85.5946,0
999.303,80,85.7814,0
999.403,80,86.2057,0
999.503,80,86.2057,0
999.603,80,86.9309,0
999.703,80,86.9309,0
999.803,50,87.6386,0
999.903,50,87.6386,0
1000,50,88.3345,0
1000.1,50,88.5307,0
1000.2,50,90.0632,0
1000.3,50,93.0563,0
1000.4,50,93.0563,0
1000.5,50,103.486,0
1000.6,80,35.7737,0
1000.7,80,34.062,0
1000.8,80,34.062,0
1000.9,80,30.7996,0
1001,80,28.9752,0
1001.1,80,30.6747,0
1001.2,80,30.6747,0
1001.3,80,31.9913,0
1001.4,80,33.6132,0
1001.5,80,33.6132,0
1001.6,80,32.972,0
1001.7,80,32.972,0
1001.8,80,31.1355,0
1001.9,80,30.2314,0
1002,80,30.2314,0
1002.1,80,28.7561,0
1002.2,80,28.7561,0
1002.3,80,28.1882,0
1002.4,80,27.4722,0
1002.5,80,27.4722,0
1002.6,80,26.3539,0
1002.7,80,25.4868,0
1002.8,80,25.4868,0
1002.9,80,23.0785,0
1003,80,21.8645,0
1003.1,50,20.4103,0
1003.2,50,17.2937,0
1003.3,50,15.9895,0
1003.4,50,13.0736,0
1003.5,50,6.10389,0
1003.6,50,-81.5353,0
1003.7,50,223.511,0
1003.8,80,86.2321,0
1003.9,80,90.6863,0
1004,80,88.4256,0
1004.1,80,92.8102,0
1004.2,80,95.6877,0
1004.3,80,98.965,0
1004.4,80,102.359,0
1004.5,80,103.118,0
1004.6,80,103.016,0
1004.7,80,101.959,0
1004.8,80,101.959,0
1004.9,80,98.8095,0
1005,80,99.1377,0
1005.1,80,99.1377,0
1005.2,50,105.852,0
1005.3,50,120.12,0
1005.4,50,143.124,0
1005.5,50,184.699,0
1005.6,50,233.428,0
1005.7,50,-69.808,0
1005.8,50,23.3457,0
1005.9,80,28.198,0
1006,80,25.2146,0
1006.1,80,20.4292,0
1006.2,80,25.4441,0
1006.3,80,25.8448,0
1006.4,80,26.9712,0
1006.5,80,29.9844,0
1006.6,80,27.4794,0
1006.7,80,27.4794,0
1006.8,80,20.6548,0
1006.9,50,12.3676,0
1007,50,12.3676,0
1007.1,50,-5.50158,0
1007.2,50,-8.57248,0
1007.3,50,-8.57248,0
1007.4,80,8.94595,0
1007.5,80,12.6938,0
1007.6,80,12.6938,0
1007.7,80,17.9925,0
1007.8,80,13.7078,0
1007.9,80,9.72023,0
1008,80,6.82864,0
1008.1,80,2.46918,0
1008.2,80,0.814051,0
1008.3,80,0.864856,0
1008.4,80,1.39052,0
1008.5,80,3.73682,0
1008.6,80,5.43018,0
1008.7,50,5.20122,0
1008.8,50,5.20122,0
1008.9,50,2.70278,0
1009,50,-22.5845,0
1009.1,50,-48.2236,0
1009.2,50,-84.0227,0
1009.3,50,243.939,0
1009.4,50,243.939,0
1009.5,50,257.056,0
1009.6,50,-81.365,0
1009.7,50,-81.365,0
1009.8,50,-56.4657,0
1009.9,50,-58.5393,0
1010,50,-48.1218,0
1010.1,50,-48.1218,0
1010.2,50,-49.9353,0
1010.3,50,-37.2061,0
1010.4,50,-37.2061,0
1010.5,50,-49.7794,0
1010.6,50,267.54,0
1010.7,50,248.769,0
1010.8,50,230.736,0
1010.9,50,210.87,0
1011,50,186.793,0
1011.1,50,186.346,0
1011.2,50,173.849,0
1011.3,50,187.927,0
1011.4,50,187.927,0
1011.5,50,203.618,0
1011.6,50,209.713,0
1011.7,50,209.713,0
1011.8,50,227.709,0
1011.9,50,221.768,0
1012,50,221.768,0
1012.1,50,239.093,0
1012.2,50,163.104,0
1012.3,50,31.9862,0
1012.4,50,31.9862,0
1012.5,50,22.6129,0
1012.6,50,40.4691,0
1012.7,50,29.1868,0
1012.8,50,38.2999,0
1012.9,50,21.0409,0
1013,50,14.0298,0
1013.1,50,14.0298,0
1013.2,50,-7.4802,0
1013.3,50,40.2644,0
1013.4,50,40.2644,0
1013.5,50,84.5415,0
1013.6,50,84.5415,0
1013.7,80,79.6802,0
1013.8,50,73.9004,0
1013.9,50,73.9004,0
1014,80,80.938,0
1014.1,50,70.4126,0
1014.2,50,73.2381,0
1014.3,50,73.2381,0
1014.4,50,74.9854,0
1014.5,50,77.3148,0
1014.6,50,80.4967,0
1014.7,50,87.6289,0
1014.8,50,108.906,0
1014.9,50,63.0407,0
1015,50,41.9492,0
1015.1,50,8.8794,0
1015.2,50,19.1765,0
1015.3,50,33.4254,0
1015.4,50,39.0381,0
1015.5,50,28.4828,0
1015.6,50,28.4828,0
1015.7,50,37.6919,0
1015.8,50,24.9103,0
1015.9,50,9.40995,0
1016,50,-1.62049,0
1016.1,50,-1.62049,0
1016.2,50,-63.5256,0
1016.3,50,30.2752,0
1016.4,50,30.2752,0
1016.5,50,21.9659,0
1016.6,50,30.4075,0
1016.7,50,44.7866,0
1016.8,50,32.1551,0
1016.9,50,32.1551,0
1017,50,5.19315,0
1017.1,50,-8.66235,0
1017.2,50,-8.66235,0
1017.3,50,-44.5628,0
1017.4,50,-10.7484,0
1017.5,50,16.7018,0
1017.6,50,44.7489,0
1017.7,50,44.7489,0
1017.8,50,19.7466,0
1017.9,50,-0.47718,0
1018,50,14.8142,0
1018.1,50,2.2018,0
1018.2,50,2.2018,0
1018.3,50,15.569,0
1018.4,50,19.939,0
1018.5,50,19.939,0
1018.6,50,52.0942,0
1018.7,50,35.8645,0
1018.8,50,35.8645,0
1018.9,50,-68.0233,0
1019,50,-9.05992,0
1019.1,50,-9.05992,0
1019.2,50,-68.7327,0
1019.3,50,-12.2798,0
1019.4,50,-27.3666,0
1019.5,50,-42.1365,0
1019.6,50,-42.1365,0
1019.7,50,-50.3656,0
1019.8,50,-50.3656,0
1019.9,50,-59.0741,0
1020,50,-46.4645,0
1020.1,50,-20.8447,0
1020.2,50,-20.8447,0
1020.3,50,31.8429,0
1020.4,50,60.441,0
1020.5,50,33.916,0
1020.6,50,33.916,0
1020.7,50,19.9765,0
1020.8,50,66.404,0
1020.9,50,118.411,0
1021,50,142.691,0
1021.1,50,142.691,0
1021.2,50,125.291,0
1021.3,50,139.938,0
1021.4,50,149.498,0
1021.5,50,136.096,0
1021.6,50,136.096,0
1021.7,50,145.742,0
1021.8,50,128.926,0
1021.9,50,128.926,0
1022,50,187.004,0
1022.1,50,220.096,0
1022.2,50,220.096,0
1022.3,50,233.781,0
1022.4,50,234.128,0
1022.5,50,239.961,0
1022.6,50,229.705,0
1022.7,50,215.57,0
1022.8,50,209.222,0
1022.9,50,195.233,0
1023,50,222.447,0
1023.1,50,243.658,0
1023.2,50,256.874,0
1023.3,50,254.526,0
1023.4,50,254.526,0
1023.5,50,248.695,0
1023.6,50,213.814,0
1023.7,50,202.287,0
1023.8,50,202.287,0
1023.9,50,190.35,0
1024,50,190.813,0
1024.1,50,202.395,0
1024.2,50,202.395,0
1024.3,50,223.484,0
1024.4,50,248.898,0
1024.5,50,258.918,0
1024.6,50,258.918,0
1024.7,50,-82.1548,0
1024.8,50,267.261,0
1024.9,50,222.192,0
1025,50,202.189,0
1025.1,50,202.189,0
1025.2,50,229.377,0
1025.3,50,246.315,0
1025.4,50,269.512,0
1025.5,50,-69.6212,0
1025.6,50,-86.1574,0
1025.7,50,245.433,0
1025.8,50,235.585,0
1025.9,50,235.585,0
1026,50,238.373,0
1026.1,50,217.655,0
1026.2,50,202.816,0
1026.3,50,208.196,0
1026.4,50,196.016,0
1026.5,50,196.016,0
1026.6,50,217.775,0
1026.7,50,227.39,0
1026.8,50,238.403,0
1026.9,50,238.403,0
1027,50,250.313,0
1027.1,50,230.198,0
1027.2,50,213.361,0
1027.3,50,200.169,0
1027.4,50,177.954,0
1027.5,50,177.954,0
1027.6,50,218.349,0
1027.7,50,228.847,0
1027.8,50,221.705,0
1027.9,50,232.561,0
1028,50,224.851,0
1028.1,50,215.055,0
1028.2,50,214.632,0
1028.3,50,203.744,0
1028.4,50,207.374,0
1028.5,50,224.831,0
1028.6,50,243.415,0
1028.7,50,260.865,0
1028.8,50,-79.8358,0
1028.9,50,-79.8358,0
1029,50,246.607,0
1029.1,50,225.826,0
1029.2,50,225.826,0
1029.3,50,235.25,0
1029.4,50,237.401,0
1029.5,50,222.653,0
1029.6,50,222.653,0
1029.7,50,219.104,0
1029.8,50,194.018,0
1029.9,50,194.018,0
1030,50,210.927,0
1030.1,50,230.167,0
1030.2,50,230.167,0
1030.3,50,231.867,0
1030.4,50,248.518,0
1030.5,50,220.184,0
1030.6,50,220.184,0
1030.7,50,150.795,0
1030.8,50,144.452,0
1030.9,50,144.452,0
1031,50,169.332,0
1031.1,50,37.4852,0
1031.2,50,46.888,0
1031.3,50,46.888,0
1031.4,50,40.3897,0
1031.5,50,46.8511,0
1031.6,80,44.7087,0
1031.7,50,51.2595,0
1031.8,50,51.2595,0
1031.9,50,57.7111,0
1032,50,49.662,0
1032.1,50,36.3831,0
1032.2,50,36.3831,0
1032.3,50,21.7494,0
1032.4,50,-9.13263,0
1032.49,50,-10.9851,0
1032.59,50,-10.9851,0
1032.69,0,-64.7192,0
1032.79,0,-64.7192,0
1032.89,0,-64.7192,0
1032.99,0,-64.7192,0
1033.09,0,-64.7192,0
1033.19,0,-64.7192,0
1033.29,0,-64.7192,0
1033.39,0,-64.7192,0
1033.49,0,-64.7192,0
1033.59,0,-64.7192,0
1033.69,0,-64.7192,0
1033.79,0,-64.7192,0
1033.89,0,-64.7192,0
1033.99,0,-64.7192,0
1034.09,0,-64.7192,0
1034.19,80,114.076,0
1034.29,80,115.03,0
1034.39,80,115.477,0
1034.49,80,115.477,0
1034.59,80,115.389,0
1034.69,80,115.389,0
1034.79,80,115.455,0
1034.89,80,115.054,0
1034.99,80,114.13,0
1035.09,80,114.046,0
1035.19,80,114.046,0
1035.29,80,114.127,0
1035.39,80,114.127,0
1035.49,80,114.44,0
1035.59,80,114.566,0
1035.69,80,114.679,0
1035.79,80,114.798,0
1035.89,80,114.886,0
1035.99,80,114.98,0
1036.09,80,115.081,0
1036.19,80,115.184,0
1036.29,80,115.294,0
1036.39,80,115.409,0
1036.49,80,115.526,0
1036.59,80,115.646,0
1036.69,80,115.769,0
1036.79,80,115.895,0
1036.89,80,116.023,0
1036.99,80,116.152,0
1037.09,80,116.284,0
1037.19,80,116.418,0
1037.29,80,116.554,0
1037.39,80,116.694,0
1037.49,80,116.837,0
1037.59,80,116.983,0
1037.69,80,116.983,0
1037.79,80,117.288,0
1037.89,80,117.447,0
1037.99,80,117.447,0
1038.09,80,117.82,0
1038.19,80,117.977,0
1038.29,80,117.977,0
1038.39,80,118.388,0
1038.49,80,118.548,0
1038.59,80,118.745,0
1038.69,80,119.024,0
1038.79,80,119.205,0
1038.89,80,119.441,0
1038.99,80,119.703,0
1039.09,80,119.953,0
1039.19,80,120.265,0
1039.29,80,120.605,0
1039.39,80,120.975,0
1039.49,80,121.411,0
1039.59,80,121.893,0
1039.69,80,122.453,0
1039.79,50,123.144,0
1039.89,50,124.023,0
1039.99,50,125.401,0
1040.09,50,128.657,0
1040.19,50,247.351,0
1040.29,80,33.9495,0
1040.39,80,28.8298,0
1040.49,80,24.343,0
1040.59,80,20.9798,0
1040.69,80,23.5134,0
1040.79,80,23.5134,0
1040.89,80,19.8601,0
1040.99,80,28.6868,0
1041.09,80,29.3865,0
1041.19,80,28.565,0
1041.29,80,29.6301,0
1041.39,80,22.4806,0
1041.49,80,22.4806,0
1041.59,80,8.66308,0
1041.69,50,-1.05883,0
1041.79,50,-1.05883,0
1041.89,50,-4.80441,0
1041.99,50,-4.69846,0
1042.09,50,31.0119,0
1042.19,50,82.8248,0
1042.29,50,132.306,0
1042.39,50,155.968,0
1042.49,50,155.968,0
1042.59,50,157.723,0
1042.69,50,180.717,0
1042.79,50,180.717,0
1042.89,50,199.504,0
1042.99,50,147.865,0
1043.09,50,126.339,0
1043.19,50,95.5369,0
1043.29,50,97.9755,0
1043.39,50,97.9755,0
1043.49,50,101.674,0
1043.59,50,103.546,0
1043.69,50,105.437,0
1043.79,50,105.437,0
1043.89,50,115.368,0
1043.99,50,116.489,0
1044.09,50,116.489,0
1044.19,50,116.63,0
1044.29,50,73.8972,0
1044.39,50,5.86627,0
1044.49,50,5.86627,0
1044.59,50,-39.96,0
1044.69,50,-39.96,0
1044.79,50,-17.8837,0
1044.89,50,-17.8837,0
1044.99,50,-21.3009,0
1045.09,50,-0.0816679,0
1045.19,50,-21.9139,0
1045.29,50,-21.9139,0
1045.39,50,-45.3094,0
1045.49,50,-72.6468,0
1045.59,50,-66.9729,0
1045.69,50,-73.6879,0
1045.79,50,-67.2115,0
1045.89,80,129.067,0
1045.99,80,129.067,0
1046.09,80,128.593,0
1046.19,80,128.833,0
1046.29,80,128.833,0
1046.39,80,129.041,0
1046.49,80,128.905,0
1046.59,80,128.244,0
1046.69,80,128.13,0
1046.79,80,128.13,0
1046.89,80,128.148,0
1046.99,80,128.386,0
1047.09,80,128.535,0
1047.19,80,128.535,0
1047.29,80,128.826,0
1047.39,80,128.826,0
1047.49,80,129.093,0
1047.59,80,129.093,0
1047.69,80,129.364,0
1047.79,80,129.364,0
1047.89,80,129.637,0
1047.99,80,129.637,0
1048.09,80,129.78,0
1048.19,80,130.057,0
1048.29,80,130.057,0
1048.39,80,130.337,0
1048.49,80,130.481,0
1048.59,80,130.614,0
1048.69,80,130.614,0
1048.79,80,130.898,0
1048.89,80,130.898,0
1048.99,80,131.038,0
1049.09,80,131.335,0
1049.19,80,131.475,0
1049.29,80,131.629,0
1049.39,80,131.781,0
1049.49,80,131.919,0
1049.59,80,132.064,0
1049.69,80,132.212,0
1049.79,80,132.36,0
1049.89,80,132.512,0
1049.99,80,132.665,0
1050.09,80,132.818,0
1050.19,80,132.818,0
1050.29,80,133.129,0
1050.39,80,133.287,0
1050.49,80,133.287,0
1050.59,80,133.621,0
1050.69,80,133.776,0
1050.79,80,133.776,0
1050.89,80,134.126,0
1050.99,80,134.287,0
1051.09,80,134.287,0
1051.19,80,134.662,0
1051.29,80,134.834,0
1051.39,80,134.834,0
1051.49,80,135.238,0
1051.59,80,135.421,0
1051.69,80,135.421,0
1051.79,80,135.85,0
1051.89,80,136.039,0
1051.99,80,136.039,0
1052.09,80,136.491,0
1052.19,80,136.686,0
1052.29,80,136.686,0
1052.39,80,137.169,0
1052.49,80,137.375,0
1052.59,80,137.375,0
1052.69,80,137.897,0
1052.79,80,138.117,0
1052.89,80,138.117,0
1052.99,80,138.691,0
1053.09,80,138.927,0
1053.19,80,139.203,0
1053.29,80,139.57,0
1053.39,80,139.827,0
1053.49,80,140.138,0
1053.59,80,140.473,0
1053.69,80,140.473,0
1053.79,80,141.182,0
1053.89,80,141.585,0
1053.99,80,142.012,0
1054.09,80,142.012,0
1054.19,80,143.065,0
1054.29,80,143.57,0
1054.39,80,143.57,0
1054.49,80,145.158,0
1054.59,80,145.676,0
1054.69,80,145.676,0
1054.79,50,148.282,0
1054.89,50,148.81,0
1054.99,50,148.81,0
1055.09,50,158.759,0
1055.19,50,180.824,0
1055.29,50,180.824,0
1055.39,80,53.6949,0
1055.49,80,53.138,0
1055.59,80,53.138,0
1055.69,80,53.6794,0
1055.79,80,53.2514,0
1055.89,80,53.2514,0
1055.99,80,53.4899,0
1056.09,80,53.8382,0
1056.19,80,53.8382,0
1056.29,80,53.6821,0
1056.39,80,53.4106,0
1056.49,80,53.4106,0
1056.59,80,52.7532,0
1056.69,80,52.4374,0
1056.79,80,52.4374,0
1056.89,80,51.8122,0
1056.99,80,51.5424,0
1057.09,80,51.2629,0
1057.19,80,50.9443,0
1057.29,80,50.6731,0
1057.39,80,50.385,0
1057.49,80,50.089,0
1057.59,80,49.7927,0
1057.69,80,49.4891,0
1057.79,80,49.1824,0
1057.89,80,48.8732,0
1057.99,80,48.5609,0
1058.09,80,48.2459,0
1058.19,80,47.9278,0
1058.29,80,47.606,0
1058.39,80,47.2803,0
1058.49,80,46.9503,0
1058.59,80,46.6157,0
1058.69,80,46.2762,0
1058.79,80,45.9314,0
1058.89,80,45.581,0
1058.99,80,45.581,0
1059.09,80,44.8614,0
1059.19,80,44.4914,0
1059.29,80,44.4914,0
1059.39,80,43.6591,0
1059.49,80,43.2983,0
1059.59,80,43.2983,0
1059.69,80,42.418,0
1059.79,80,42.0499,0
1059.89,80,42.0499,0
1059.99,80,41.0869,0
1060.09,80,40.6884,0
1060.19,80,40.6884,0
1060.29,80,40.2212,0
1060.39,80,39.1661,0
1060.49,80,38.6402,0
1060.59,80,37.9155,0
1060.69,80,37.2117,0
1060.79,80,36.7097,0
1060.89,80,36.7097,0
1060.99,80,36.0888,0
1061.09,80,34.7989,0
1061.19,80,33.968,0
1061.29,80,32.6796,0
1061.39,80,31.3758,0
1061.49,80,30.4118,0
1061.59,80,29.1785,0
1061.69,80,28.0637,0
1061.79,80,28.0637,0
1061.89,50,26.9016,0
1061.99,50,21.9567,0
1062.09,50,15.0279,0
1062.19,50,-31.5592,0
1062.29,50,241.794,0
1062.39,50,213.81,0
1062.49,50,196.658,0
1062.59,50,218.583,0
1062.69,50,200.141,0
1062.79,50,207.607,0
1062.89,50,189.783,0
1062.99,50,189.783,0
1063.09,50,188.979,0
1063.19,50,188.979,0
1063.29,50,11.1991,0
1063.39,50,-20.1864,0
1063.49,50,-20.1864,0
1063.59,50,-26.5686,0
1063.69,50,-11.424,0
1063.79,50,-0.87871,0
1063.89,50,-4.75263,0
1063.99,50,4.28342,0
1064.09,50,4.28342,0
1064.19,50,-12.3105,0
1064.29,50,-19.6688,0
1064.39,50,-31.5848,0
1064.49,50,-31.5848,0
1064.59,50,-43.4794,0
1064.69,50,-32.1687,0
1064.79,50,-12.0516,0
1064.89,50,-12.0516,0
1064.99,50,4.69666,0
1065.09,50,57.2521,0
1065.19,50,57.2521,0
1065.29,50,-69.5486,0
1065.39,50,-65.1632,0
1065.49,50,-65.1632,0
1065.59,50,-62.6654,0
1065.69,50,-62.6654,0
1065.79,50,-59.1092,0
1065.89,50,-44.3948,0
1065.99,50,-44.3948,0
1066.09,50,-40.0505,0
1066.19,50,-75.7319,0
1066.29,50,252.579,0
1066.39,50,252.579,0
1066.49,50,210.429,0
1066.59,50,232.647,0
1066.69,50,232.647,0
1066.79,50,242.502,0
1066.89,50,261.554,0
1066.99,50,261.554,0
1067.09,50,112.653,0
1067.19,50,94.5553,0
1067.29,50,113.279,0
1067.39,50,113.279,0
1067.49,50,92.8202,0
1067.59,50,106.282,0
1067.69,50,143.956,0
1067.79,50,143.956,0
1067.89,50,181.456,0
1067.99,50,195.106,0
1068.09,50,195.106,0
1068.19,50,175.959,0
1068.29,50,169.641,0
1068.39,50,160.985,0
1068.49,50,160.985,0
1068.59,50,145.533,0
1068.69,50,181.157,0
1068.79,50,197.49,0
1068.89,50,197.49,0
1068.99,50,214.241,0
1069.09,50,203.327,0
1069.19,50,190.689,0
1069.29,50,182.289,0
1069.39,50,182.289,0
1069.49,50,168.265,0
1069.59,50,188.871,0
1069.69,50,207.244,0
1069.79,50,207.244,0
1069.89,50,225.709,0
1069.99,50,232.21,0
1070.09,50,232.21,0
1070.19,50,204.935,0
1070.29,50,176.259,0
1070.39,50,176.259,0
1070.49,50,128.29,0
1070.59,50,128.29,0
1070.69,50,152.701,0
1070.79,50,152.701,0
1070.89,50,152.82,0
1070.99,50,164.509,0
1071.09,50,164.509,0
1071.19,50,148.833,0
1071.29,50,118.514,0
1071.39,50,77.0841,0
1071.49,50,46.864,0
1071.59,50,22.3675,0
1071.69,50,22.3675,0
1071.79,50,39.4814,0
1071.89,50,39.4814,0
1071.99,50,23.0658,0
1072.09,50,18.0693,0
1072.19,50,33.6051,0
1072.29,50,-2.21334,0
1072.39,50,8.60952,0
1072.49,50,8.60952,0
1072.59,50,26.8127,0
1072.69,50,11.5932,0
1072.79,50,11.5932,0
1072.89,80,80.1743,0
1072.99,80,76.5223,0
1073.09,80,76.5223,0
1073.19,80,84.925,0
1073.29,80,87.9358,0
1073.39,80,87.9358,0
1073.48,80,83.482,0
1073.58,80,74.7881,0
1073.68,80,70.1958,0
1073.78,80,70.1958,0
1073.88,80,65.8018,0
1073.98,80,69.9074,0
1074.08,80,69.9074,0
1074.18,50,74.7611,0
1074.28,50,83.6499,0
1074.38,50,83.3649,0
1074.48,50,84.5035,0
1074.58,50,74.4748,0
1074.68,50,44.4353,0
1074.78,50,11.0594,0
1074.88,50,-20.7426,0
1074.98,50,-52.5445,0
1075.08,50,-52.5445,0
1075.18,50,-13.9436,0
1075.28,50,-13.9436,0
1075.38,50,-40.74,0
1075.48,50,-24.8914,0
1075.58,50,-25.1903,0
1075.68,50,-37.0819,0
1075.78,50,-37.0819,0
1075.88,50,-25.144,0
1075.98,50,-49.3311,0
1076.08,50,-46.2849,0
1076.18,50,-46.2849,0
1076.28,50,-80.7592,0
1076.38,50,-80.7592,0
1076.48,80,98.5736,0
1076.58,80,100.638,0
1076.68,80,100.638,0
1076.78,80,97.396,0
1076.88,80,94.8628,0
1076.98,80,95.3372,0
1077.08,80,95.3372,0
1077.18,80,91.804,0
1077.28,80,91.7483,0
1077.38,80,91.7483,0
1077.48,80,91.77,0
1077.58,80,93.6194,0
1077.68,80,93.6194,0
1077.78,80,96.006,0
1077.88,80,97.1932,0
1077.98,80,97.5157,0
1078.08,80,97.5157,0
1078.18,80,98.4776,0
1078.28,80,97.9421,0
1078.38,80,98.4635,0
1078.48,50,100.07,0
1078.58,50,101.471,0
1078.68,50,107.106,0
1078.78,50,119.776,0
1078.88,50,179.205,0
1078.98,80,68.0009,0
1079.08,80,65.452,0
1079.18,80,62.8059,0
1079.28,80,60.7566,0
1079.38,80,62.4819,0
1079.48,80,62.8017,0
1079.58,80,65.9626,0
1079.68,80,68.4423,0
1079.78,80,69.3091,0
1079.88,80,69.761,0
1079.98,80,68.8848,0
1080.08,80,67.4533,0
1080.18,80,67.4533,0
1080.28,80,65.1903,0
1080.38,80,64.8332,0
1080.48,80,64.8332,0
1080.58,80,65.1384,0
1080.68,80,66.6189,0
1080.78,80,66.6189,0
1080.88,80,68.5093,0
1080.98,50,68.815,0
1081.08,50,68.815,0
1081.18,50,63.8855,0
1081.28,50,45.8654,0
1081.38,50,45.8654,0
1081.48,50,-86.6138,0
1081.58,50,251.967,0
1081.68,50,251.967,0
1081.78,50,213.815,0
1081.88,50,211.872,0
1081.98,50,211.872,0
1082.08,80,224.911,0
1082.18,50,224.413,0
1082.28,50,233.575,0
1082.38,50,247.215,0
1082.48,50,246.25,0
1082.58,50,266.222,0
1082.68,50,266.222,0
1082.78,50,-71.6561,0
1082.88,80,23.4331,0
1082.98,80,27.5572,0
1083.08,80,31.4758,0
1083.18,80,29.045,0
