dt,Vitesse,Orientation,batterie
444.118,80,27.5228,0
444.218,80,27.4112,0
444.318,80,27.2724,0
444.418,80,27.1331,0
444.518,80,26.9849,0
444.618,80,26.7979,0
444.718,80,26.5898,0
444.818,80,26.3495,0
444.918,80,26.0686,0
445.018,80,25.7575,0
445.118,80,25.3968,0
445.218,50,24.9657,0
445.318,50,24.9657,0
445.418,50,24.4216,0
445.518,50,21.703,0
445.618,50,244.742,0
445.718,80,90.1303,0
445.818,80,90.1303,0
445.918,80,94.3136,0
446.018,80,92.1319,0
446.118,80,92.1319,0
446.218,80,91.9614,0
446.318,80,93.6642,0
446.418,80,93.6642,0
446.518,80,96.5045,0
446.618,80,97.6143,0
446.718,80,98.2233,0
446.818,80,99.0694,0
446.918,80,99.2009,0
447.018,80,99.4803,0
447.118,80,99.9911,0
447.218,80,100.542,0
447.318,80,100.542,0
447.418,80,102.438,0
447.518,80,103.523,0
447.618,80,104.701,0
447.718,80,106.333,0
447.818,80,107.245,0
447.918,80,108.328,0
448.018,80,109.535,0
448.118,80,110.522,0
448.218,80,112.256,0
448.318,50,114.691,0
448.418,50,118.277,0
448.518,50,125.407,0
448.618,50,141.411,0
448.718,50,215.192,0
448.818,80,121.114,0
448.918,80,121.023,0
449.018,80,120.855,0
449.118,80,120.692,0
449.218,80,120.692,0
449.318,80,120.668,0
449.418,80,120.81,0
449.518,80,120.902,0
449.618,80,120.902,0
449.718,80,120.963,0
449.818,80,121.049,0
449.918,80,121.049,0
450.018,80,121.118,0
450.118,80,121.118,0
450.218,80,121.151,0
450.318,80,121.183,0
450.418,80,121.214,0
450.518,80,121.276,0
450.618,80,121.276,0
450.718,80,121.306,0
450.818,80,121.336,0
450.918,80,121.393,0
451.018,80,121.393,0
451.118,80,121.45,0
451.218,80,121.45,0
451.318,80,121.504,0
451.418,80,121.531,0
451.518,80,121.531,0
451.618,80,121.583,0
451.718,80,121.583,0
451.818,80,121.634,0
451.918,80,121.634,0
452.018,80,121.66,0
452.118,80,121.684,0
452.218,80,121.709,0
452.318,80,121.758,0
452.418,80,121.758,0
452.518,80,121.805,0
452.618,80,121.805,0
452.718,80,121.852,0
452.818,80,121.852,0
452.918,80,121.897,0
453.018,80,121.897,0
453.118,80,121.92,0
453.218,80,121.942,0
453.318,80,121.965,0
453.418,80,121.986,0
453.518,80,122.008,0
453.618,80,122.051,0
453.718,80,122.051,0
453.818,80,122.094,0
453.918,80,122.094,0
454.018,80,122.135,0
454.118,80,122.135,0
454.219,80,122.155,0
454.319,80,122.196,0
454.419,80,122.196,0
454.519,80,122.215,0
454.619,80,122.235,0
454.719,80,122.274,0
454.819,80,122.274,0
454.919,80,122.313,0
455.019,80,122.332,0
455.119,80,122.332,0
455.219,80,122.369,0
455.319,80,122.387,0
455.419,80,122.405,0
455.519,80,122.405,0
455.619,80,122.441,0
455.719,80,122.459,0
455.819,80,122.459,0
455.919,80,122.476,0
456.019,80,122.511,0
456.119,80,122.528,0
456.219,80,122.545,0
456.319,80,122.562,0
456.419,80,122.579,0
456.519,80,122.595,0
456.619,80,122.612,0
456.719,80,122.628,0
456.819,80,122.644,0
456.919,80,122.66,0
457.019,80,122.675,0
457.119,80,122.691,0
457.219,80,122.707,0
457.319,80,122.707,0
457.419,80,122.739,0
457.519,80,122.755,0
457.619,80,122.755,0
457.719,80,122.787,0
457.819,80,122.803,0
457.919,80,122.803,0
458.019,80,122.835,0
458.119,80,122.851,0
458.219,80,122.851,0
458.319,80,122.882,0
458.419,80,122.897,0
458.519,80,122.897,0
458.619,80,122.912,0
458.719,80,122.942,0
458.819,80,122.956,0
458.919,80,122.971,0
459.019,80,122.985,0
459.119,80,122.999,0
459.219,80,123.013,0
459.319,80,123.026,0
459.419,80,123.04,0
459.519,80,123.053,0
459.619,80,123.067,0
459.719,80,123.08,0
459.819,80,123.093,0
459.919,80,123.106,0
460.019,80,123.119,0
460.119,80,123.131,0
460.219,80,123.131,0
460.319,80,123.156,0
460.419,80,123.168,0
460.519,80,123.168,0
460.619,80,123.18,0
460.719,80,123.204,0
460.819,80,123.216,0
460.919,80,123.228,0
461.019,80,123.24,0
461.119,80,123.251,0
461.219,80,123.262,0
461.319,80,123.273,0
461.419,80,123.284,0
461.519,80,123.295,0
461.619,80,123.305,0
461.719,80,123.316,0
461.819,80,123.327,0
461.919,80,123.337,0
462.019,80,123.347,0
462.119,80,123.358,0
462.219,80,123.368,0
462.319,80,123.378,0
462.419,80,123.388,0
462.519,80,123.398,0
462.619,80,123.407,0
462.719,80,123.417,0
462.819,80,123.426,0
462.919,80,123.436,0
463.019,80,123.445,0
463.119,80,123.455,0
463.219,80,123.464,0
463.319,80,123.473,0
463.419,80,123.482,0
463.519,80,123.491,0
463.619,80,123.5,0
463.719,80,123.508,0
463.819,80,123.517,0
463.919,80,123.526,0
464.019,80,123.534,0
464.119,80,123.543,0
464.219,80,123.543,0
464.319,80,123.559,0
464.419,80,123.567,0
464.519,80,123.567,0
464.619,80,123.584,0
464.719,80,123.592,0
464.819,80,123.592,0
464.919,80,123.608,0
465.019,80,123.615,0
465.119,80,123.615,0
465.219,80,123.631,0
465.319,80,123.638,0
465.419,80,123.638,0
465.519,80,123.654,0
465.619,80,123.661,0
465.719,80,123.661,0
465.819,80,123.676,0
465.919,80,123.683,0
466.019,80,123.683,0
466.119,80,123.697,0
466.219,80,123.704,0
466.319,80,123.704,0
466.419,80,123.718,0
466.519,80,123.725,0
466.619,80,123.725,0
466.719,80,123.732,0
466.819,80,123.745,0
466.919,80,123.752,0
467.019,80,123.759,0
467.119,80,123.766,0
467.219,80,123.772,0
467.319,80,123.778,0
467.419,80,123.785,0
467.519,80,123.791,0
467.619,80,123.797,0
467.719,80,123.804,0
467.819,80,123.81,0
467.919,80,123.81,0
468.019,80,123.816,0
468.119,80,123.829,0
468.219,80,123.835,0
468.319,80,123.841,0
468.419,80,123.847,0
468.519,80,123.853,0
468.619,80,123.859,0
468.719,80,123.859,0
468.819,80,123.871,0
468.919,80,123.876,0
469.019,80,123.882,0
469.119,80,123.888,0
469.219,80,123.894,0
469.319,80,123.9,0
469.419,80,123.905,0
469.519,80,123.911,0
469.619,80,123.917,0
469.719,80,123.922,0
469.819,80,123.928,0
469.919,80,123.933,0
470.019,80,123.939,0
470.119,80,123.944,0
470.219,80,123.95,0
470.319,80,123.955,0
470.419,80,123.961,0
470.52,80,123.966,0
470.62,80,123.972,0
470.72,80,123.972,0
470.82,80,123.982,0
470.92,80,123.988,0
471.02,80,123.993,0
471.12,80,123.999,0
471.22,80,124.004,0
471.32,80,124.009,0
471.42,80,124.014,0
471.52,80,124.02,0
471.62,80,124.025,0
471.72,80,124.03,0
471.82,80,124.035,0
471.92,80,124.041,0
472.02,80,124.046,0
472.12,80,124.051,0
472.22,80,124.056,0
472.32,80,124.062,0
472.42,80,124.067,0
472.52,80,124.072,0
472.62,80,124.077,0
472.72,80,124.083,0
472.82,80,124.088,0
472.92,80,124.088,0
473.02,80,124.098,0
473.12,80,124.103,0
473.22,80,124.103,0
473.32,80,124.114,0
473.42,80,124.119,0
473.52,80,124.119,0
473.62,80,124.13,0
473.72,80,124.135,0
473.82,80,124.141,0
473.92,80,124.147,0
474.02,80,124.152,0
474.12,80,124.157,0
474.22,80,124.162,0
474.32,80,124.168,0
474.42,80,124.173,0
474.52,80,124.179,0
474.62,80,124.184,0
474.72,80,124.184,0
474.82,80,124.196,0
474.92,80,124.201,0
475.02,80,124.201,0
475.12,80,124.213,0
475.22,80,124.219,0
475.32,80,124.219,0
475.42,80,124.231,0
475.52,80,124.237,0
475.62,80,124.237,0
475.72,80,124.25,0
475.82,80,124.256,0
475.92,80,124.256,0
476.02,80,124.269,0
476.12,80,124.275,0
476.22,80,124.275,0
476.32,80,124.29,0
476.42,80,124.296,0
476.52,80,124.296,0
476.62,80,124.311,0
476.72,80,124.318,0
476.82,80,124.318,0
476.92,80,124.334,0
477.02,80,124.341,0
477.12,80,124.341,0
477.22,80,124.349,0
477.32,80,124.367,0
477.42,80,124.376,0
477.52,80,124.387,0
477.62,80,124.387,0
477.72,80,124.399,0
477.82,80,124.417,0
477.92,80,124.427,0
478.02,80,124.442,0
478.12,80,124.456,0
478.22,80,124.468,0
478.32,80,124.482,0
478.42,80,124.495,0
478.52,80,124.51,0
478.62,80,124.529,0
478.72,80,124.529,0
478.82,80,124.575,0
478.92,80,124.606,0
479.02,50,124.642,0
479.12,50,124.725,0
479.22,50,124.78,0
479.32,50,124.901,0
479.42,50,125.73,0
479.52,80,18.8535,0
479.62,80,18.2068,0
479.72,80,17.5576,0
479.82,80,16.9221,0
479.92,80,17.523,0
480.02,80,17.4494,0
480.12,80,18.0638,0
480.22,80,18.2394,0
480.32,80,18.0908,0
480.42,80,17.8486,0
480.52,80,17.5249,0
480.62,80,17.1899,0
480.72,80,16.8679,0
480.82,80,16.5568,0
480.92,80,16.2558,0
481.02,80,15.9602,0
481.12,80,15.6666,0
481.22,80,15.3735,0
481.32,80,15.0803,0
481.42,80,14.7869,0
481.52,80,14.7869,0
481.62,80,14.4934,0
481.72,80,13.9066,0
481.82,80,13.6133,0
481.92,80,13.2978,0
482.02,80,12.993,0
482.12,80,12.7159,0
482.22,80,12.4292,0
482.32,80,12.14,0
482.42,80,12.14,0
482.52,80,11.8489,0
482.62,80,11.2589,0
482.72,80,10.9627,0
482.82,80,10.6401,0
482.92,80,10.3292,0
483.02,80,10.0499,0
483.12,80,9.75894,0
483.22,80,9.46476,0
483.32,80,9.16759,0
483.42,80,8.86531,0
483.52,80,8.5609,0
483.62,80,8.2548,0
483.72,80,7.94712,0
483.82,80,7.63805,0
483.92,80,7.63805,0
484.02,80,7.01466,0
484.12,80,6.69985,0
484.22,80,6.69985,0
484.32,80,6.02583,0
484.42,80,5.72177,0
484.52,80,5.40406,0
484.62,80,5.03808,0
484.72,80,4.73244,0
484.82,80,4.40587,0
484.92,80,4.06923,0
485.02,80,3.73206,0
485.12,80,3.3834,0
485.22,80,3.02909,0
485.32,80,3.02909,0
485.42,80,2.67006,0
485.52,80,1.93503,0
485.62,80,1.55916,0
485.72,80,1.11442,0
485.82,80,0.689935,0
485.92,80,0.337724,0
486.02,80,-0.0493447,0
486.12,80,-0.444576,0
486.22,80,-0.853168,0
486.32,80,-1.29014,0
486.42,80,-1.29014,0
486.52,80,-2.20907,0
486.62,80,-2.69116,0
486.72,80,-2.69116,0
486.82,80,-3.18541,0
486.921,80,-4.28296,0
487.021,80,-4.80387,0
487.121,80,-5.51825,0
487.221,80,-6.20649,0
487.321,80,-6.69719,0
487.421,80,-6.69719,0
487.521,80,-7.92811,0
487.621,80,-8.5892,0
487.721,80,-8.5892,0
487.821,80,-10.6035,0
487.921,80,-11.4463,0
488.021,80,-12.4968,0
488.121,80,-14.2632,0
488.221,80,-14.2632,0
488.321,80,-16.3868,0
488.421,50,-18.0889,0
488.521,50,-18.0889,0
488.621,50,-24.309,0
488.721,50,-29.8052,0
488.821,50,-29.8052,0
488.921,50,205.015,0
489.021,50,163.578,0
489.121,50,163.578,0
489.221,50,148.384,0
489.321,50,134.136,0
489.421,50,134.136,0
489.521,50,134.707,0
489.621,50,134.707,0
489.721,50,149.187,0
489.821,50,178.655,0
489.921,50,193.779,0
490.021,50,193.779,0
490.121,50,208.269,0
490.221,50,215.062,0
490.321,50,182.999,0
490.421,50,173.543,0
490.521,50,173.543,0
490.621,50,155.042,0
490.721,50,151.113,0
490.821,50,151.113,0
490.921,50,176.821,0
491.021,50,182.103,0
491.121,50,182.103,0
491.221,50,191.436,0
491.321,50,201.854,0
491.421,50,185.534,0
491.521,50,186.971,0
491.621,50,175.45,0
491.721,50,150.607,0
491.821,50,150.607,0
491.921,50,212.731,0
492.021,50,241.983,0
492.121,50,241.983,0
492.221,50,226.738,0
492.321,50,226.738,0
492.421,50,243.955,0
492.521,50,232.195,0
492.621,50,232.195,0
492.721,50,259.572,0
492.821,50,252.667,0
492.921,50,252.667,0
493.021,50,-87.7454,0
493.121,50,-86.5187,0
493.221,50,-86.5187,0
493.321,50,-36.1673,0
493.421,50,-37.1682,0
493.521,50,-37.1682,0
493.621,50,-76.6417,0
493.721,50,-70.7558,0
493.821,50,-70.7558,0
493.921,50,-82.5625,0
494.021,50,-84.6319,0
494.121,50,-84.6319,0
494.221,50,261.66,0
494.321,50,262.591,0
494.421,50,262.591,0
494.521,50,248.72,0
494.621,50,209.805,0
494.721,50,246.485,0
494.821,50,246.485,0
494.921,50,-71.45,0
495.021,50,-71.45,0
495.121,50,245.039,0
495.221,50,156.91,0
495.321,50,123.76,0
495.421,50,123.76,0
495.521,50,175.268,0
495.621,50,149.285,0
495.721,50,149.285,0
495.821,50,158.858,0
495.921,50,177.231,0
496.021,50,196.542,0
496.121,50,210.925,0
496.221,50,210.925,0
496.321,50,203.921,0
496.421,50,183.122,0
496.521,50,183.122,0
496.621,50,168.92,0
496.721,50,146.02,0
496.821,50,171.242,0
496.921,50,171.242,0
497.021,50,195.766,0
497.121,50,201.589,0
497.221,50,196.35,0
497.321,50,196.35,0
497.421,50,175.349,0
497.521,50,175.349,0
497.621,50,121.2,0
497.721,50,76.4739,0
497.821,50,76.4739,0
497.921,80,13.3344,0
498.021,80,13.8946,0
498.121,80,11.2709,0
498.221,80,13.6293,0
498.321,80,12.2154,0
498.421,80,14.7198,0
498.521,80,16.8914,0
498.621,80,16.6112,0
498.721,80,16.1189,0
498.821,80,14.3255,0
498.921,80,11.9242,0
499.021,80,9.75141,0
499.121,80,7.63144,0
499.221,80,5.88668,0
499.321,80,4.52666,0
499.421,80,3.23049,0
499.521,80,1.90077,0
499.621,80,1.90077,0
499.721,80,0.269377,0
499.821,50,-4.75928,0
499.921,50,-4.75928,0
500.021,50,-8.38741,0
500.121,50,-21.1687,0
500.221,50,-25.4534,0
500.321,50,-25.4534,0
500.421,50,-38.1905,0
500.521,50,-48.1762,0
500.621,50,149.35,0
500.721,50,149.35,0
500.821,80,28.1751,0
500.921,80,28.7048,0
501.021,80,29.6836,0
501.121,80,29.209,0
501.221,80,29.209,0
501.321,80,29.6376,0
501.421,80,30.3213,0
501.521,80,30.5234,0
501.621,80,30.5234,0
501.721,80,30.5412,0
501.821,80,30.2881,0
501.921,80,30.2881,0
502.021,80,29.9653,0
502.121,80,29.808,0
502.221,80,29.808,0
502.321,80,29.5162,0
502.421,80,29.3822,0
502.521,80,29.3822,0
502.621,80,29.0876,0
502.721,80,28.9476,0
502.821,80,28.9476,0
502.921,80,28.8008,0
503.021,80,28.4905,0
503.121,80,28.3363,0
503.221,80,28.1634,0
503.322,80,27.9936,0
503.422,80,27.8402,0
503.522,80,27.6771,0
503.622,80,27.5098,0
503.722,80,27.5098,0
503.822,80,27.3383,0
503.922,80,26.9834,0
504.022,80,26.8037,0
504.122,80,26.6008,0
504.222,80,26.4063,0
504.322,80,26.2385,0
504.422,80,26.0594,0
504.522,80,25.8773,0
504.622,80,25.6914,0
504.722,80,25.4983,0
504.822,80,25.3016,0
504.922,80,25.1016,0
505.022,80,24.8984,0
505.122,80,24.6925,0
505.222,80,24.4833,0
505.322,80,24.2705,0
505.422,80,24.0536,0
505.522,80,23.8322,0
505.622,80,23.6057,0
505.722,80,23.3739,0
505.822,80,23.3739,0
505.922,80,22.8921,0
506.022,80,22.6412,0
506.122,80,22.6412,0
506.222,80,22.0562,0
506.322,80,21.8095,0
506.422,80,21.8095,0
506.522,80,21.169,0
506.622,80,20.9165,0
506.722,80,20.6108,0
506.822,80,20.1811,0
506.922,80,19.8979,0
507.022,80,19.5348,0
507.122,80,19.1339,0
507.222,80,18.748,0
507.322,80,18.2765,0
507.422,80,17.7661,0
507.522,80,17.215,0
507.622,80,16.5773,0
507.722,80,15.8813,0
507.822,80,15.0909,0
507.922,80,14.1501,0
508.022,50,13.0125,0
508.122,50,11.4662,0
508.222,50,11.4662,0
508.322,50,2.02532,0
508.422,50,220.519,0
508.522,50,220.519,0
508.622,80,45.5444,0
508.722,80,50.2377,0
508.822,80,50.2377,0
508.922,80,46.7335,0
509.022,80,42.6576,0
509.122,80,42.6576,0
509.222,80,42.9592,0
509.322,80,46.9639,0
509.422,80,46.9639,0
509.522,80,53.1372,0
509.622,80,54.8105,0
509.722,80,54.8105,0
509.822,80,54.0479,0
509.922,80,49.9709,0
510.022,80,49.9709,0
510.122,80,43.1692,0
510.222,50,41.0854,0
510.322,50,41.0854,0
510.422,50,47.5453,0
510.522,50,74.7684,0
510.622,50,74.7684,0
510.722,50,157.739,0
510.822,50,191.363,0
510.922,50,191.363,0
511.022,50,243.487,0
511.122,50,-42.4273,0
511.222,50,-42.4273,0
511.322,50,-27.7216,0
511.422,50,-34.4664,0
511.522,50,-34.4664,0
511.622,50,-21.9904,0
511.722,50,-6.31261,0
511.822,50,-6.31261,0
511.922,50,15.4206,0
512.022,50,8.84283,0
512.122,50,-5.55624,0
512.222,50,-5.55624,0
512.322,50,-22.2066,0
512.422,50,-33.8908,0
512.522,50,-28.3956,0
512.622,50,-32.7165,0
512.722,50,-9.68609,0
512.822,50,12.6079,0
512.922,50,29.7706,0
513.022,50,60.1389,0
513.122,50,28.6512,0
513.222,50,10.8717,0
513.322,50,6.03617,0
513.422,50,21.6316,0
513.522,50,21.6316,0
513.622,50,37.0832,0
513.722,50,61.7172,0
513.822,50,58.8563,0
513.922,50,65.212,0
514.022,50,39.4634,0
514.122,50,34.8754,0
514.221,50,14.1649,0
514.321,50,-6.26269,0
514.421,50,-6.26269,0
514.521,50,13.6721,0
514.621,50,48.6239,0
514.721,50,44.9863,0
514.821,50,44.9863,0
514.921,50,59.0329,0
515.021,50,52.662,0
515.121,50,52.662,0
515.221,50,30.1826,0
515.321,50,12.2132,0
515.421,50,-2.14214,0
515.521,50,-2.14214,0
515.621,50,-24.9869,0
515.721,50,28.4464,0
515.821,50,39.6436,0
515.921,50,58.2751,0
516.021,50,53.9964,0
516.121,50,53.4038,0
516.221,50,44.7864,0
516.321,50,40.8346,0
516.421,50,33.6443,0
516.521,50,28.277,0
516.621,50,33.3752,0
516.721,50,41.4818,0
516.821,50,58.1422,0
516.921,50,78.2965,0
517.021,50,95.7542,0
517.121,50,108.631,0
517.221,50,51.4027,0
517.321,50,35.3133,0
517.421,50,35.3133,0
517.521,50,34.7913,0
517.621,50,28.3505,0
517.721,50,28.3505,0
517.821,50,41.5222,0
517.921,50,49.4106,0
518.021,50,61.854,0
518.121,50,61.854,0
518.221,50,66.1851,0
518.32,50,66.1851,0
518.42,50,21.1947,0
518.52,50,-4.64184,0
518.62,50,-4.64184,0
518.72,50,-47.8254,0
518.82,50,-36.6766,0
518.92,50,-36.6766,0
519.02,50,-23.3679,0
519.12,50,-23.3679,0
519.22,50,-27.1022,0
519.32,50,-23.5547,0
519.42,50,-45.0614,0
519.52,50,-67.6314,0
519.62,50,267.301,0
519.72,50,239.884,0
519.82,50,241.094,0
519.92,50,-69.8999,0
520.02,50,252.527,0
520.12,80,82.3807,0
520.22,80,82.8851,0
520.32,80,83.657,0
520.42,80,83.7982,0
520.52,80,84.5275,0
520.62,80,84.5275,0
520.72,80,84.4784,0
520.82,80,85.7914,0
520.92,80,86.0865,0
521.02,80,86.0865,0
521.12,80,86.3247,0
521.22,80,86.5448,0
521.32,80,86.7732,0
521.42,80,86.9386,0
521.52,80,86.9386,0
521.62,80,87.265,0
521.72,80,87.4289,0
521.82,80,87.4289,0
521.92,80,87.5998,0
522.02,80,87.792,0
522.12,80,87.9628,0
522.22,80,88.3436,0
522.32,80,88.3436,0
522.419,80,88.7346,0
522.519,80,88.7346,0
522.619,80,89.1073,0
522.719,80,89.1073,0
522.819,80,89.5045,0
522.919,80,89.5045,0
523.019,80,89.9219,0
523.119,80,90.1571,0
523.219,80,90.1571,0
523.319,80,90.6035,0
523.419,80,90.6035,0
523.519,80,91.0294,0
523.619,80,91.0294,0
523.719,80,91.2983,0
523.819,80,91.5179,0
523.919,80,91.799,0
524.019,80,92.338,0
524.119,80,92.338,0
524.219,80,92.6268,0
524.319,80,93.2259,0
524.419,80,93.4687,0
524.519,80,93.4687,0
524.619,80,94.1728,0
524.719,80,94.4399,0
524.819,80,94.4399,0
524.919,80,95.2404,0
525.019,80,95.5526,0
525.119,80,95.9523,0
525.219,80,96.5262,0
525.319,80,96.8885,0
525.419,80,97.3745,0
525.519,80,97.3745,0
525.619,80,98.4308,0
525.719,80,99.1033,0
525.819,80,99.1033,0
525.919,80,101.172,0
526.019,80,102.054,0
526.119,50,103.256,0
526.219,50,106.261,0
526.319,50,107.292,0
526.419,50,111.501,0
526.518,50,163.914,0
526.618,80,21.4154,0
526.718,80,20.1595,0
526.818,80,18.9472,0
526.918,80,18.4555,0
527.018,80,18.1266,0
527.118,80,17.1717,0
527.218,80,18.4848,0
527.318,80,19.2014,0
527.418,80,19.3734,0
527.518,80,19.3802,0
527.618,80,19.3802,0
527.718,80,18.5082,0
527.818,80,18.0308,0
527.918,80,18.0308,0
528.018,80,17.1083,0
528.118,80,16.7752,0
528.218,80,16.7752,0
528.318,80,16.438,0
528.418,80,15.7042,0
528.518,80,15.3425,0
528.618,80,14.887,0
528.718,80,14.4411,0
528.818,80,14.073,0
528.918,80,13.6605,0
529.018,80,13.2401,0
529.118,80,12.8063,0
529.218,80,12.3383,0
529.318,80,11.8529,0
529.418,80,11.3479,0
529.518,80,10.8224,0
529.618,80,10.2802,0
529.718,80,9.71709,0
529.818,80,9.12983,0
529.918,80,8.51475,0
530.018,80,7.86556,0
530.118,80,7.17655,0
530.218,80,6.44107,0
530.318,80,5.65078,0
530.418,80,4.79599,0
530.518,80,3.86363,0
530.617,80,2.83563,0
530.717,80,1.68624,0
530.817,80,0.376109,0
530.917,80,0.376109,0
531.017,80,-1.1583,0
531.117,50,-5.46745,0
531.217,50,-9.05793,0
531.317,50,-21.9541,0
531.417,50,-65.6533,0
531.517,50,199.998,0
531.617,50,175.897,0
531.717,50,149.997,0
531.817,50,176.315,0
531.917,50,148.427,0
532.017,50,145.479,0
532.117,50,96.1131,0
532.217,80,40.671,0
532.317,80,40.671,0
532.417,80,39.0613,0
532.517,80,37.7545,0
532.617,80,37.7545,0
532.717,80,38.0454,0
532.817,80,41.74,0
532.917,80,43.3546,0
533.017,80,43.3546,0
533.117,80,44.6034,0
533.217,80,44.6034,0
533.317,80,42.92,0
533.417,80,42.92,0
533.517,80,42.4308,0
533.617,80,41.1205,0
533.717,80,41.1205,0
533.817,80,41.3176,0
533.917,80,41.3176,0
534.017,80,41.9548,0
534.117,80,41.9548,0
534.217,80,42.0877,0
534.317,80,42.0877,0
534.417,80,41.9461,0
534.517,50,40.4137,0
534.617,50,40.4137,0
534.716,50,37.6449,0
534.816,50,34.8663,0
534.916,50,34.8663,0
535.016,50,34.8468,0
535.116,50,-53.578,0
535.216,80,56.4915,0
535.316,80,58.3466,0
535.416,80,61.2176,0
535.516,80,61.2176,0
535.616,80,63.7629,0
535.716,80,63.7629,0
535.816,80,58.9189,0
535.916,80,57.1857,0
536.016,80,55.5189,0
536.116,80,55.5189,0
536.216,80,55.8528,0
536.316,80,57.2318,0
536.416,80,57.2318,0
536.516,80,59.9386,0
536.616,80,59.9386,0
536.716,80,60.7307,0
536.816,80,60.7307,0
536.916,80,59.7564,0
537.016,50,59.2519,0
537.116,50,58.2723,0
537.216,50,58.2723,0
537.316,50,59.9035,0
537.416,50,65.7675,0
537.516,50,65.7675,0
537.616,50,207.227,0
537.716,50,207.227,0
537.816,50,227.26,0
537.916,50,243.236,0
538.016,50,246.273,0
538.116,50,258.137,0
538.216,50,260.201,0
538.316,80,244.717,0
538.416,50,239.159,0
538.516,50,239.159,0
538.616,50,224.87,0
538.716,50,237.286,0
538.815,50,237.286,0
538.915,50,260.799,0
539.015,50,265.246,0
539.115,50,-87.1677,0
539.215,50,-87.1677,0
539.315,50,-76.6561,0
539.415,50,-86.1579,0
539.515,50,-86.5808,0
539.615,50,-86.5808,0
539.715,50,260.308,0
539.815,50,-86.8894,0
539.915,50,-83.399,0
540.015,50,-83.399,0
540.115,50,264.505,0
540.215,50,264.505,0
540.315,50,254.261,0
540.415,50,266.668,0
540.515,50,266.668,0
540.615,50,255.222,0
540.715,50,264.353,0
540.815,50,255.783,0
540.915,50,251.501,0
541.015,50,251.501,0
541.115,50,261.712,0
541.215,50,-81.9708,0
541.315,50,-69.8468,0
541.415,50,-57.9708,0
541.515,50,-57.9708,0
541.615,50,-48.7343,0
541.715,50,-55.011,0
541.815,50,-52.3518,0
541.915,50,-52.3518,0
542.015,50,-45.3827,0
542.115,50,-55.5298,0
542.215,50,-66.0815,0
542.315,50,-66.0815,0
542.415,50,-80.1507,0
542.515,50,251.164,0
542.615,50,242.613,0
542.715,50,242.613,0
542.815,50,186.776,0
542.914,50,186.776,0
543.014,50,191.981,0
543.114,50,216.084,0
543.214,50,216.084,0
543.314,50,218.419,0
543.414,50,233.379,0
543.514,50,233.379,0
543.614,50,210.913,0
543.714,50,208.355,0
543.814,50,208.355,0
543.914,50,154.156,0
544.014,50,107.438,0
544.114,50,134.307,0
544.214,50,115.848,0
544.314,50,115.848,0
544.414,50,87.1065,0
544.514,50,10.0134,0
544.614,50,-30.9197,0
544.714,80,47.6314,0
544.814,80,50.6315,0
544.914,80,53.7812,0
545.014,80,56.732,0
545.114,80,59.0057,0
545.214,80,55.9272,0
545.314,80,52.6854,0
545.414,80,49.6894,0
545.514,80,49.6894,0
545.614,80,45.526,0
545.714,80,45.526,0
545.814,80,45.3528,0
545.914,80,45.0182,0
546.014,80,46.2257,0
546.114,80,45.8838,0
546.214,80,45.8838,0
546.314,50,42.7355,0
546.414,50,37.6999,0
546.514,50,30.8242,0
546.614,50,17.9051,0
546.714,50,-0.938465,0
546.814,50,-57.0083,0
546.914,80,157.758,0
547.013,80,156.153,0
547.113,80,151.997,0
547.213,80,155.126,0
547.313,80,153.525,0
547.413,80,153.525,0
547.513,80,154.45,0
547.613,80,146.927,0
547.713,80,146.152,0
547.813,80,146.368,0
547.913,80,146.616,0
548.013,80,151.471,0
548.113,80,155.87,0
548.213,80,159.967,0
548.313,80,159.967,0
548.413,80,164.451,0
548.513,50,164.939,0
548.613,50,162.284,0
548.713,50,165.008,0
548.813,50,159.843,0
548.913,50,159.673,0
549.013,50,-63.613,0
549.113,50,-37.2481,0
549.213,50,-37.2481,0
549.313,50,-45.2867,0
549.413,50,-57.0859,0
549.513,50,-57.0859,0
549.613,50,-57.8473,0
549.713,50,-39.9979,0
549.813,50,-39.9979,0
549.913,50,11.3033,0
550.013,50,49.7107,0
550.113,50,-1.48018,0
550.213,50,134.879,0
550.313,50,121.757,0
550.413,50,138.08,0
550.513,50,122.846,0
550.613,50,135.142,0
550.713,50,131.766,0
550.813,50,126.483,0
550.913,50,126.483,0
551.013,50,121.938,0
551.112,50,121.938,0
551.212,50,130.606,0
551.312,50,130.606,0
551.412,50,142.254,0
551.512,50,169.781,0
551.612,50,236.414,0
551.712,50,269.283,0
551.812,50,269.283,0
551.912,50,-64.4228,0
552.012,50,-64.4228,0
552.112,50,-5.36368,0
552.212,50,-5.36368,0
552.312,50,-4.44986,0
552.412,50,24.3713,0
552.512,50,-3.73375,0
552.612,50,-63.9299,0
552.712,50,228.17,0
552.812,50,254.209,0
552.912,50,254.209,0
553.012,50,207.957,0
553.112,50,203.331,0
553.212,50,203.331,0
553.312,50,221.262,0
553.412,50,240.859,0
553.512,50,248.925,0
553.612,50,248.925,0
553.712,50,259.097,0
553.812,50,245.954,0
553.912,50,232.96,0
554.012,50,227.771,0
554.112,50,205.654,0
554.212,50,228.839,0
554.312,50,258.124,0
554.412,50,-82.2243,0
554.512,50,265.211,0
554.612,50,269.634,0
554.712,50,269.634,0
554.812,50,267.541,0
554.912,50,-72.6656,0
